qName	sName	peri	alilen	numMM	nnGP	qSS	qSE	sSS	sSE	Evalue	bitScore	qlen	coveragePercent
gnl|ECaadb|151|NP_414702.1	gnl|RZaadb|1738	23.73	493	216	17	32	500	41	397	6e-19	86.3	505	92.8712871287129
gnl|ECaadb|152|NP_414703.1	gnl|RZaadb|5188	40.72	442	226	7	40	471	29	444	2e-92	285	474	91.1392405063291
gnl|ECaadb|155|NP_414706.2	gnl|RZaadb|5037	26.56	305	182	13	1	269	1	299	5e-10	56.2	270	99.6296296296296
gnl|ECaadb|156|NP_414708.1	gnl|RZaadb|3322	60.85	281	99	4	1	271	6	285	3e-107	310	274	98.9051094890511
gnl|ECaadb|157|NP_414709.1	gnl|RZaadb|3342	33.01	836	490	21	69	860	98	907	5e-120	385	890	88.9887640449438
gnl|ECaadb|158|NP_414710.1	gnl|RZaadb|310	50.6	249	121	2	2	250	17	263	2e-84	251	264	94.3181818181818
gnl|ECaadb|159|NP_414711.1	gnl|RZaadb|674	52.74	237	111	1	5	241	7	242	2e-90	265	241	98.3402489626556
gnl|ECaadb|160|NP_414712.1	gnl|RZaadb|742	45.6	307	141	6	1	281	1	307	2e-64	202	283	99.2932862190813
gnl|ECaadb|161|NP_414713.1	gnl|RZaadb|557	47.88	236	123	0	6	241	4	239	6e-73	220	241	97.9253112033195
gnl|ECaadb|162|NP_414714.1	gnl|RZaadb|558	46.93	179	95	0	7	185	8	186	6e-45	144	185	96.7567567567568
gnl|ECaadb|163|NP_414715.1	gnl|RZaadb|4433	45.48	398	200	6	2	396	9	392	3e-108	321	398	99.2462311557789
gnl|ECaadb|164|NP_414716.1	gnl|RZaadb|1788	45.99	237	128	0	9	245	1	237	5e-69	210	253	93.6758893280632
gnl|ECaadb|165|NP_414717.2	gnl|RZaadb|1789	41.33	150	80	3	136	285	116	257	2e-21	89	285	52.6315789473684
gnl|ECaadb|166|NP_414718.1	gnl|RZaadb|1790	31.17	231	151	3	223	448	143	370	3e-35	132	450	50.2222222222222
gnl|ECaadb|166|NP_414718.1	gnl|RZaadb|1790	36.78	174	99	2	4	166	8	181	2e-20	89.7	450	36.2222222222222
gnl|ECaadb|167|NP_414719.1	gnl|RZaadb|1791	27.97	826	519	20	1	810	14	779	2e-76	261	810	100
gnl|ECaadb|169|NP_414721.1	gnl|RZaadb|1792	38.08	323	177	6	22	329	33	347	2e-55	182	341	90.3225806451613
gnl|ECaadb|170|NP_414722.1	gnl|RZaadb|559	45.39	152	79	2	2	151	6	155	8e-43	137	151	99.3377483443709
gnl|ECaadb|171|NP_414723.1	gnl|RZaadb|1793	44.27	253	141	0	2	254	4	256	3e-68	209	262	96.5648854961832
gnl|ECaadb|172|NP_414724.1	gnl|RZaadb|1795	34.6	341	190	13	6	330	5	328	8e-45	156	382	85.0785340314136
gnl|ECaadb|173|NP_414725.1	gnl|RZaadb|3091	51.1	182	87	2	12	192	36	216	2e-50	160	198	91.4141414141414
gnl|ECaadb|174|NP_414726.1	gnl|RZaadb|2625	43.14	1115	578	20	4	1090	17	1103	0	813	1160	93.7068965517241
gnl|ECaadb|175|NP_414727.1	gnl|RZaadb|4456	50.96	314	152	1	4	317	3	314	1e-99	293	319	98.4326018808777
gnl|ECaadb|176|NP_414728.1	gnl|RZaadb|3520	41.85	724	392	11	19	713	26	749	0	552	713	97.4754558204769
gnl|ECaadb|177|NP_414729.4	gnl|RZaadb|3767	33.9	59	36	1	74	129	72	130	2e-05	39.3	129	43.4108527131783
gnl|ECaadb|178|NP_414730.1	gnl|RZaadb|5024	34.03	191	113	5	7	187	13	200	3e-11	62.4	432	41.8981481481481
gnl|ECaadb|181|NP_414733.1	gnl|RZaadb|1017	39.57	139	82	2	2	138	6	144	2e-18	73.9	140	97.8571428571429
gnl|ECaadb|184|NP_414736.1	gnl|RZaadb|2626	59.28	221	90	0	1	221	1	221	1e-93	291	572	38.6363636363636
gnl|ECaadb|184|NP_414736.1	gnl|RZaadb|2626	43.67	158	88	1	400	557	273	429	4e-37	140	572	27.6223776223776
gnl|ECaadb|187|NP_414739.1	gnl|RZaadb|3760	47.7	239	122	2	33	271	44	279	1e-62	196	271	88.1918819188192
gnl|ECaadb|188|NP_414740.1	gnl|RZaadb|3762	50.69	217	107	0	1	217	1	217	2e-45	147	217	100
gnl|ECaadb|189|NP_414741.1	gnl|RZaadb|3761	44.64	345	179	5	1	342	22	357	1e-84	258	343	99.7084548104956
gnl|ECaadb|190|NP_414742.1	gnl|RZaadb|4823	33.51	188	108	6	6	178	254	439	5e-21	87	191	90.5759162303665
gnl|ECaadb|191|NP_414743.1	gnl|RZaadb|5683	37.84	259	159	2	2	260	14	270	1e-57	183	267	97.0037453183521
gnl|ECaadb|192|NP_414744.1	gnl|RZaadb|2275	38.1	294	175	6	5	294	9	299	5e-61	193	304	95.3947368421053
gnl|ECaadb|194|NP_414746.1	gnl|RZaadb|3357	34.88	86	55	1	24	108	102	187	1e-08	50.8	207	41.0628019323672
gnl|ECaadb|195|NP_414747.1	gnl|RZaadb|2827	31.47	143	80	7	125	256	546	681	2e-09	57	452	29.2035398230088
gnl|ECaadb|196|NP_414748.1	gnl|RZaadb|4465	40.08	247	138	6	11	251	14	256	2e-45	150	251	96.0159362549801
gnl|ECaadb|198|NP_414750.1	gnl|RZaadb|949	65.69	137	47	0	2	138	1	137	8e-65	192	155	88.3870967741936
gnl|ECaadb|199|NP_414751.1	gnl|RZaadb|1013	41.6	250	113	9	7	241	2	233	1e-53	171	243	96.7078189300412
gnl|ECaadb|201|NP_414754.1	gnl|RZaadb|4486	29.1	189	122	4	79	255	84	272	2e-15	71.6	256	69.140625
gnl|ECaadb|203|NP_414756.2	gnl|RZaadb|4786	26.04	361	239	12	151	507	35	371	1e-20	92.4	814	43.8574938574939
gnl|ECaadb|204|NP_414757.1	gnl|RZaadb|4820	33.51	188	111	7	2	185	21	198	5e-22	86.7	192	95.8333333333333
gnl|ECaadb|205|NP_414758.1	gnl|RZaadb|314	30.47	128	60	5	29	139	37	152	2e-07	48.5	255	43.5294117647059
gnl|ECaadb|206|NP_414759.1	gnl|RZaadb|5938	47.87	188	97	1	42	228	58	245	6e-62	197	246	76.0162601626016
gnl|ECaadb|209|NP_414762.1	gnl|RZaadb|3445	29.81	104	70	3	130	233	176	276	1e-05	43.1	249	41.7670682730924
gnl|ECaadb|211|NP_414766.1	gnl|RZaadb|4205	48.85	305	151	3	2	305	11	311	6e-90	271	351	86.6096866096866
gnl|ECaadb|214|NP_414769.1	gnl|RZaadb|1306	38.67	150	85	3	2	144	3	152	8e-30	103	150	95.3333333333333
gnl|ECaadb|216|NP_414773.1	gnl|RZaadb|921	48.39	155	73	3	3	150	6	160	3e-48	150	152	97.3684210526316
gnl|ECaadb|217|NP_414774.1	gnl|RZaadb|2974	27.97	118	75	2	176	287	59	172	7e-07	47.8	414	27.0531400966184
gnl|ECaadb|219|NP_414777.1	gnl|RZaadb|5676	43.33	360	201	3	7	365	13	370	1e-87	267	367	97.8201634877384
gnl|ECaadb|220|NP_414778.1	gnl|RZaadb|4302	40.24	415	229	3	1	407	14	417	3e-102	308	417	97.6019184652278
gnl|ECaadb|223|NP_414781.1	gnl|RZaadb|1755	43.48	138	76	2	9	145	125	261	3e-28	103	158	86.7088607594937
gnl|ECaadb|229|NP_414787.4	gnl|RZaadb|4274	36.14	83	52	1	41	122	223	305	1e-05	43.5	287	28.5714285714286
gnl|ECaadb|230|NP_414788.1	gnl|RZaadb|2466	34.97	286	179	4	8	290	7	288	2e-38	134	297	95.2861952861953
gnl|ECaadb|231|NP_414790.1	gnl|RZaadb|5264	33.24	340	200	7	54	379	3	329	8e-44	152	383	85.1174934725849
gnl|ECaadb|233|NP_414794.4	gnl|RZaadb|4665	34.72	432	270	7	5	428	18	445	3e-70	228	467	90.7922912205567
gnl|ECaadb|234|NP_414795.1	gnl|RZaadb|4923	28.8	309	176	14	18	303	6	293	7e-12	62.4	310	92.258064516129
gnl|ECaadb|235|NP_414796.2	gnl|RZaadb|1862	48.38	308	154	1	7	309	9	316	9e-100	296	348	87.0689655172414
gnl|ECaadb|238|NP_414801.1	gnl|RZaadb|5174	23.77	324	194	11	8	298	6	309	2e-10	58.5	384	75.78125
gnl|ECaadb|239|NP_414802.2	gnl|RZaadb|2826	34.04	282	181	3	6	287	1	277	3e-40	139	302	93.3774834437086
gnl|ECaadb|240|NP_414803.1	gnl|RZaadb|2599	31.4	535	304	18	88	581	49	561	3e-43	162	655	75.4198473282443
gnl|ECaadb|242|NP_414805.1	gnl|RZaadb|5986	45.54	549	271	8	3	536	2	537	3e-152	444	536	99.6268656716418
gnl|ECaadb|243|NP_414806.1	gnl|RZaadb|3094	34.21	228	149	1	13	240	23	249	3e-32	116	252	90.4761904761905
gnl|ECaadb|244|NP_414807.1	gnl|RZaadb|3516	57.53	332	140	1	3	334	4	334	8e-143	404	334	99.4011976047904
gnl|ECaadb|251|NP_414815.1	gnl|RZaadb|1733	22.77	202	106	7	271	432	184	375	1e-06	47.8	466	34.7639484978541
gnl|ECaadb|253|NP_414818.1	gnl|RZaadb|2422	23.6	695	457	17	31	669	30	706	6e-21	95.1	732	87.2950819672131
gnl|ECaadb|255|NP_414820.1	gnl|RZaadb|2421	33.33	144	70	4	91	224	34	161	5e-16	73.6	229	58.5152838427948
gnl|ECaadb|265|NP_414830.1	gnl|RZaadb|29	30.38	79	44	3	1	78	1	69	6e-06	38.1	87	89.6551724137931
gnl|ECaadb|267|NP_414833.1	gnl|RZaadb|804	32.47	271	175	4	18	287	1	264	9e-35	124	288	93.75
gnl|ECaadb|270|NP_414838.2	gnl|RZaadb|4626	35.85	463	263	8	1	441	1	451	1e-75	241	441	100
gnl|ECaadb|271|NP_414839.1	gnl|RZaadb|4128	26.51	249	161	5	56	283	54	301	5e-20	85.5	284	80.2816901408451
gnl|ECaadb|272|NP_414840.1	gnl|RZaadb|5512	25.62	242	163	6	2	236	187	418	3e-18	80.5	239	98.326359832636
gnl|ECaadb|276|NP_414845.1	gnl|RZaadb|2961	51.01	543	256	7	1	541	1	535	0	530	556	97.3021582733813
gnl|ECaadb|277|NP_414846.1	gnl|RZaadb|5957	53.24	494	220	6	1	490	1	487	5e-172	491	490	100
gnl|ECaadb|278|NP_414847.3	gnl|RZaadb|1164	34.21	190	121	2	6	194	1	187	2e-23	90.5	195	96.9230769230769
gnl|ECaadb|280|NP_414849.1	gnl|RZaadb|5204	33.21	274	171	4	91	357	568	836	4e-42	154	362	73.7569060773481
gnl|ECaadb|281|NP_414850.1	gnl|RZaadb|1239	25.5	298	200	8	6	292	6	292	5e-19	83.2	310	92.5806451612903
gnl|ECaadb|283|NP_414852.1	gnl|RZaadb|4576	25.17	143	102	1	54	196	34	171	1e-06	44.7	201	71.1442786069652
gnl|ECaadb|283|NP_414852.1	gnl|RZaadb|4576	24.68	158	112	3	13	169	26	177	1e-06	44.7	201	78.1094527363184
gnl|ECaadb|287|NP_414857.1	gnl|RZaadb|3517	39.23	311	175	7	5	313	3	301	5e-54	176	316	97.7848101265823
gnl|ECaadb|288|NP_414858.1	gnl|RZaadb|3799	25.87	402	248	16	82	454	20	400	7e-18	82.8	460	81.0869565217391
gnl|ECaadb|289|NP_414859.1	gnl|RZaadb|351	50.29	344	169	2	4	347	5	346	9e-102	301	349	98.567335243553
gnl|ECaadb|292|NP_414862.1	gnl|RZaadb|2284	25.67	187	133	3	14	198	1	183	2e-09	53.1	223	82.9596412556054
gnl|ECaadb|294|NP_414864.1	gnl|RZaadb|1274	43.78	249	110	6	218	458	138	364	6e-59	200	528	45.6439393939394
gnl|ECaadb|295|NP_414865.1	gnl|RZaadb|5951	32.32	198	102	8	14	181	53	248	1e-11	62	296	56.7567567567568
gnl|ECaadb|296|NP_414867.1	gnl|RZaadb|560	30.73	371	236	10	36	388	62	429	4e-46	160	389	90.745501285347
gnl|ECaadb|298|NP_414869.1	gnl|RZaadb|4283	44.44	630	340	6	3	628	5	628	4e-172	502	628	99.6815286624204
gnl|ECaadb|299|NP_414870.1	gnl|RZaadb|4005	31.93	119	72	2	48	164	54	165	9e-05	42	419	27.9236276849642
gnl|ECaadb|300|NP_414871.1	gnl|RZaadb|3799	43.27	416	231	4	11	424	8	420	5e-114	338	427	96.9555035128806
