qName	sName	peri	alilen	numMM	nnGP	qSS	qSE	sSS	sSE	Evalue	bitScore	qlen	coveragePercent
gnl|RZaadb|98|WP_004668736.1	gnl|ECaadb|1202	27.7	278	189	5	9	276	4	279	1e-25	99.8	276	97.1014492753623
gnl|RZaadb|99|WP_004668737.1	gnl|ECaadb|3590	51.8	361	144	4	1	331	1	361	5e-118	342	332	99.6987951807229
gnl|RZaadb|100|WP_004668738.1	gnl|ECaadb|3848	39.67	421	249	4	7	423	1	420	3e-95	294	493	84.5841784989858
gnl|RZaadb|101|WP_004668744.1	gnl|ECaadb|1490	56.59	205	89	0	35	239	4	208	4e-83	245	260	78.8461538461538
gnl|RZaadb|103|WP_004668751.1	gnl|ECaadb|8	59.74	313	125	1	1	312	1	313	3e-129	368	321	97.196261682243
gnl|RZaadb|105|WP_004668786.1	gnl|ECaadb|1733	30.66	137	95	0	14	150	18	154	4e-29	102	155	88.3870967741936
gnl|RZaadb|106|WP_004668787.1	gnl|ECaadb|3912	40.65	123	65	4	34	151	33	152	8e-23	85.9	163	72.3926380368098
gnl|RZaadb|107|WP_004668797.1	gnl|ECaadb|4142	31.99	547	360	4	1	542	1	540	1e-74	244	557	97.3070017953321
gnl|RZaadb|108|WP_004668803.1	gnl|ECaadb|89	44.21	285	154	4	9	291	4	285	1e-78	239	318	88.9937106918239
gnl|RZaadb|109|WP_004668807.1	gnl|ECaadb|87	29.72	424	274	5	28	443	13	420	4e-64	209	443	93.9051918735892
gnl|RZaadb|110|WP_004668813.1	gnl|ECaadb|3537	34.92	63	41	0	245	307	268	330	3e-04	38.9	324	19.4444444444444
gnl|RZaadb|111|WP_004668819.1	gnl|ECaadb|82	29.7	367	240	10	18	370	45	407	2e-31	120	384	91.9270833333333
gnl|RZaadb|112|WP_004668823.1	gnl|ECaadb|80	49.3	355	170	4	1	353	1	347	3e-87	265	366	96.448087431694
gnl|RZaadb|113|WP_004668889.1	gnl|ECaadb|3212	39.08	325	175	9	30	353	28	330	3e-60	194	354	91.5254237288136
gnl|RZaadb|114|WP_004668891.1	gnl|ECaadb|3213	48.61	504	255	3	5	507	4	504	2e-159	460	512	98.2421875
gnl|RZaadb|116|WP_004668916.1	gnl|ECaadb|1997	45.45	66	36	0	184	249	149	214	9e-13	62.8	260	25.3846153846154
gnl|RZaadb|117|WP_004669067.1	gnl|ECaadb|3542	52.02	173	82	1	4	175	8	180	6e-59	179	176	97.7272727272727
gnl|RZaadb|118|WP_004669070.1	gnl|ECaadb|3543	60.99	141	54	1	1	141	1	140	4e-57	172	143	98.6013986013986
gnl|RZaadb|119|WP_004669072.1	gnl|ECaadb|3544	55.51	227	101	0	4	230	6	232	5e-67	204	233	97.4248927038627
gnl|RZaadb|120|WP_004669074.1	gnl|ECaadb|3546	72.22	72	20	0	56	127	50	121	6e-27	94.4	127	56.6929133858268
gnl|RZaadb|121|WP_004669077.1	gnl|ECaadb|3547	58.52	1362	537	11	6	1363	4	1341	0	1559	1379	98.4771573604061
gnl|RZaadb|122|WP_004669085.1	gnl|ECaadb|3014	57.69	156	66	0	1	156	1	156	3e-53	164	156	100
gnl|RZaadb|123|WP_004669088.1	gnl|ECaadb|3540	74.68	395	93	2	1	390	1	393	0	533	391	99.7442455242967
gnl|RZaadb|124|WP_004669138.1	gnl|ECaadb|327	40.08	257	142	5	5	257	2	250	4e-60	188	265	95.4716981132076
gnl|RZaadb|125|WP_004669196.1	gnl|ECaadb|1481	29.1	189	124	4	2	183	5	190	5e-16	74.7	330	55.1515151515151
gnl|RZaadb|126|WP_004669204.1	gnl|ECaadb|3642	26.09	276	171	9	9	264	8	270	5e-08	50.4	315	81.2698412698413
gnl|RZaadb|127|WP_004669259.1	gnl|ECaadb|1759	31.94	216	147	0	1	216	1	216	6e-37	126	222	97.2972972972973
gnl|RZaadb|128|WP_004669265.1	gnl|ECaadb|1761	32.31	260	164	8	7	262	11	262	3e-33	119	275	93.0909090909091
gnl|RZaadb|129|WP_004669306.1	gnl|ECaadb|847	32.84	338	203	8	24	351	26	349	3e-43	151	367	89.3732970027248
gnl|RZaadb|133|WP_004669530.1	gnl|ECaadb|2499	51.2	416	197	6	24	435	21	434	1e-133	392	498	82.7309236947791
gnl|RZaadb|134|WP_004669533.1	gnl|ECaadb|2510	33.04	227	138	7	16	237	25	242	1e-26	100	248	89.5161290322581
gnl|RZaadb|136|WP_004669683.1	gnl|ECaadb|3133	31.58	171	113	2	32	200	29	197	2e-11	60.1	285	59.2982456140351
gnl|RZaadb|137|WP_004669721.1	gnl|ECaadb|4194	31.01	387	222	11	1	376	1	353	2e-46	160	388	96.9072164948454
gnl|RZaadb|139|WP_004669741.1	gnl|ECaadb|2176	32.32	99	66	1	169	267	182	279	8e-11	58.2	280	35.3571428571429
gnl|RZaadb|142|WP_004669770.1	gnl|ECaadb|3605	28.92	332	195	8	20	339	23	325	1e-29	113	342	93.5672514619883
gnl|RZaadb|143|WP_004669780.1	gnl|ECaadb|1710	42.97	128	72	1	7	134	4	130	1e-33	114	169	75.7396449704142
gnl|RZaadb|146|WP_004670133.1	gnl|ECaadb|403	22.67	150	116	0	4	153	2	151	4e-18	73.2	155	96.7741935483871
gnl|RZaadb|147|WP_004670157.1	gnl|ECaadb|801	31.88	138	86	3	5	137	12	146	8e-18	72.4	147	90.4761904761905
gnl|RZaadb|151|WP_004670778.1	gnl|ECaadb|3621	19.92	251	192	6	30	276	52	297	4e-04	39.7	491	50.3054989816701
gnl|RZaadb|152|WP_004670792.1	gnl|ECaadb|2107	61.6	250	95	1	9	257	6	255	2e-92	270	259	96.1389961389961
gnl|RZaadb|153|WP_004670822.1	gnl|ECaadb|243	24.6	248	183	3	14	258	5	251	1e-15	71.2	261	93.8697318007663
gnl|RZaadb|154|WP_004670929.1	gnl|ECaadb|2771	41.51	53	29	2	1	51	1	53	2e-05	36.2	77	66.2337662337662
gnl|RZaadb|155|WP_004671024.1	gnl|ECaadb|192	31.76	296	188	6	1	289	1	289	3e-45	152	298	96.9798657718121
gnl|RZaadb|158|WP_004671163.1	gnl|ECaadb|2357	33.33	138	76	5	43	165	45	181	4e-13	61.6	175	70.2857142857143
gnl|RZaadb|159|WP_004671248.1	gnl|ECaadb|2941	60.59	444	174	1	1	443	1	444	0	525	449	98.6636971046771
gnl|RZaadb|161|WP_004671262.1	gnl|ECaadb|4283	47.06	85	45	0	1	85	1	85	1e-16	65.5	85	100
gnl|RZaadb|162|WP_004671313.1	gnl|ECaadb|3378	35.91	181	113	2	234	414	125	302	3e-16	76.3	437	41.4187643020595
gnl|RZaadb|162|WP_004671313.1	gnl|ECaadb|3378	35.16	128	70	3	56	183	40	154	3e-08	52	437	29.2906178489703
gnl|RZaadb|163|WP_004671359.1	gnl|ECaadb|3379	29.12	261	176	8	31	287	26	281	3e-18	80.5	321	80.0623052959502
gnl|RZaadb|164|WP_004671390.1	gnl|ECaadb|116	38.73	173	99	3	8	176	4	173	4e-40	131	180	93.8888888888889
gnl|RZaadb|165|WP_004671394.1	gnl|ECaadb|3118	44.19	215	120	0	1	215	1	215	5e-45	147	219	98.1735159817352
gnl|RZaadb|170|WP_004671507.1	gnl|ECaadb|319	30.4	375	245	8	2	366	1	369	2e-32	122	367	99.4550408719346
gnl|RZaadb|171|WP_004671512.1	gnl|ECaadb|3378	33.81	278	169	4	24	289	26	300	2e-19	84.3	313	84.9840255591054
gnl|RZaadb|172|WP_004671524.1	gnl|ECaadb|849	28	175	118	4	1	170	1	172	5e-14	63.9	172	98.8372093023256
gnl|RZaadb|173|WP_004671535.1	gnl|ECaadb|1946	33.86	251	155	3	6	251	3	247	3e-38	131	255	96.4705882352941
gnl|RZaadb|174|WP_004671567.1	gnl|ECaadb|393	47.09	172	90	1	21	191	35	206	9e-55	170	194	88.1443298969072
gnl|RZaadb|175|WP_004671573.1	gnl|ECaadb|3486	31.02	274	181	3	26	293	26	297	5e-36	128	304	88.1578947368421
gnl|RZaadb|176|WP_004671586.1	gnl|ECaadb|2716	47.5	160	83	1	4	163	1	159	2e-34	116	176	90.9090909090909
gnl|RZaadb|178|WP_004671617.1	gnl|ECaadb|658	44.29	219	120	2	11	227	2	220	3e-52	166	239	90.7949790794979
gnl|RZaadb|179|WP_004671619.1	gnl|ECaadb|657	40	125	70	2	22	144	11	132	1e-23	87	151	81.4569536423841
gnl|RZaadb|182|WP_004671683.1	gnl|ECaadb|1664	25	196	131	4	11	193	12	204	9e-09	51.2	202	90.5940594059406
gnl|RZaadb|188|WP_004671783.1	gnl|ECaadb|3390	44.83	87	41	2	139	222	7	89	2e-17	72.8	293	28.6689419795222
gnl|RZaadb|190|WP_004671807.1	gnl|ECaadb|2	29.96	474	250	16	5	416	3	456	5e-38	143	424	97.1698113207547
gnl|RZaadb|191|WP_004671809.1	gnl|ECaadb|2572	32.8	750	479	14	11	749	1	736	5e-110	348	755	97.8807947019868
gnl|RZaadb|192|WP_004671846.1	gnl|ECaadb|1753	40.27	149	81	3	6	152	3	145	8e-27	97.8	196	75
gnl|RZaadb|193|WP_004671869.1	gnl|ECaadb|878	32.88	73	43	3	6	75	4	73	2e-07	42.7	109	64.2201834862385
gnl|RZaadb|194|WP_004671872.1	gnl|ECaadb|3446	65.95	467	158	1	3	468	2	468	0	624	469	99.3603411513859
gnl|RZaadb|195|WP_004671901.1	gnl|ECaadb|1133	37.19	199	116	3	11	205	15	208	1e-24	94	215	90.6976744186046
gnl|RZaadb|196|WP_004671912.1	gnl|ECaadb|3275	42.41	158	86	1	4	161	5	157	3e-45	143	164	96.3414634146341
gnl|RZaadb|197|WP_004671916.1	gnl|ECaadb|474	37.41	147	73	3	11	149	2	137	1e-23	88.6	169	82.2485207100592
gnl|RZaadb|200|WP_004672115.1	gnl|ECaadb|3079	33.64	107	65	3	16	121	6	107	3e-06	44.3	269	39.4052044609665
gnl|RZaadb|201|WP_004672121.1	gnl|ECaadb|801	39.47	152	92	0	3	154	12	163	3e-31	107	165	92.1212121212121
gnl|RZaadb|202|WP_004672173.1	gnl|ECaadb|801	35.66	143	92	0	3	145	11	153	2e-28	100	153	93.4640522875817
gnl|RZaadb|203|WP_004672258.1	gnl|ECaadb|1728	31.45	124	85	0	5	128	4	127	3e-20	77	129	96.1240310077519
gnl|RZaadb|204|WP_004672278.1	gnl|ECaadb|1775	26.79	321	229	5	16	333	4	321	2e-24	99	346	91.9075144508671
gnl|RZaadb|205|WP_004672297.1	gnl|ECaadb|1784	44	225	121	3	22	244	22	243	5e-66	202	245	91.0204081632653
gnl|RZaadb|209|WP_004672319.1	gnl|ECaadb|979	55.26	38	14	1	31	65	35	72	2e-08	48.1	141	24.822695035461
gnl|RZaadb|210|WP_004672321.1	gnl|ECaadb|1785	40	55	28	1	32	81	32	86	2e-05	37	88	56.8181818181818
gnl|RZaadb|211|WP_004672323.1	gnl|ECaadb|1725	35.76	660	402	7	42	694	45	689	5e-117	363	695	93.9568345323741
gnl|RZaadb|212|WP_004672336.1	gnl|ECaadb|1202	35.66	129	80	3	259	386	154	280	1e-17	79.3	387	33.0749354005168
gnl|RZaadb|213|WP_004672366.1	gnl|ECaadb|1285	39.72	287	165	4	8	288	2	286	1e-65	204	293	95.9044368600683
gnl|RZaadb|215|WP_004672378.1	gnl|ECaadb|2343	38.18	110	61	3	3	109	7	112	5e-17	70.9	158	67.7215189873418
gnl|RZaadb|217|WP_004672436.1	gnl|ECaadb|3588	31.27	259	149	8	50	286	259	510	8e-29	112	294	80.6122448979592
gnl|RZaadb|219|WP_004672493.1	gnl|ECaadb|1153	40.14	279	166	1	4	281	200	478	5e-63	206	338	82.2485207100592
gnl|RZaadb|222|WP_004672572.1	gnl|ECaadb|1529	42.14	140	77	3	66	203	97	234	2e-16	73.6	204	67.6470588235294
gnl|RZaadb|224|WP_004672606.1	gnl|ECaadb|1162	32.91	158	103	2	54	211	130	284	6e-08	50.1	286	55.2447552447552
gnl|RZaadb|226|WP_004672616.1	gnl|ECaadb|3392	54.74	95	43	0	9	103	11	105	2e-36	116	106	89.622641509434
gnl|RZaadb|227|WP_004672623.1	gnl|ECaadb|1665	31.15	122	82	2	2	121	3	124	1e-12	60.1	133	90.2255639097744
gnl|RZaadb|228|WP_004672626.1	gnl|ECaadb|13	65.83	638	210	4	1	632	1	636	0	834	639	98.9045383411581
gnl|RZaadb|229|WP_004672627.1	gnl|ECaadb|14	56.61	378	154	4	1	374	1	372	1e-125	363	375	99.7333333333333
gnl|RZaadb|231|WP_004672637.1	gnl|ECaadb|3199	38.6	329	189	10	6	331	2	320	3e-60	193	333	97.8978978978979
gnl|RZaadb|233|WP_004672640.1	gnl|ECaadb|2166	22.44	312	224	8	7	311	8	308	1e-04	39.7	315	96.8253968253968
gnl|RZaadb|235|WP_004672645.1	gnl|ECaadb|2378	32.5	280	181	3	1	275	99	375	2e-37	133	284	96.830985915493
gnl|RZaadb|237|WP_004672710.1	gnl|ECaadb|424	36.65	161	102	0	20	180	14	174	3e-32	111	184	87.5
gnl|RZaadb|241|WP_004672768.1	gnl|ECaadb|355	49.33	223	113	0	1	223	1	223	4e-73	219	227	98.2378854625551
gnl|RZaadb|242|WP_004672769.1	gnl|ECaadb|3354	35.05	214	138	1	3	216	7	219	7e-41	137	237	90.295358649789
gnl|RZaadb|243|WP_004672770.1	gnl|ECaadb|3355	55.78	251	110	1	21	271	8	257	2e-99	288	271	92.619926199262
gnl|RZaadb|244|WP_004672775.1	gnl|ECaadb|2871	51.95	154	73	1	5	157	4	157	5e-39	127	158	96.8354430379747
gnl|RZaadb|246|WP_004672801.1	gnl|ECaadb|312	24.28	276	186	9	10	276	24	285	4e-07	47.4	278	96.0431654676259
gnl|RZaadb|248|WP_004672819.1	gnl|ECaadb|1034	34.65	127	70	5	1	120	1	121	9e-08	45.8	125	96
gnl|RZaadb|250|WP_004672829.1	gnl|ECaadb|1143	46.51	129	66	1	2	127	4	132	2e-36	118	127	99.2125984251968
gnl|RZaadb|253|WP_004673032.1	gnl|ECaadb|327	41.77	237	131	2	18	249	9	243	4e-51	165	261	88.8888888888889
gnl|RZaadb|254|WP_004673049.1	gnl|ECaadb|2931	30.82	292	198	3	1	291	1	289	5e-45	152	299	97.3244147157191
gnl|RZaadb|255|WP_004673076.1	gnl|ECaadb|2672	36.9	187	110	3	18	201	6	187	1e-41	136	201	91.5422885572139
gnl|RZaadb|256|WP_004673094.1	gnl|ECaadb|1175	34	447	284	6	509	953	210	647	7e-72	248	970	45.8762886597938
gnl|RZaadb|257|WP_004673096.1	gnl|ECaadb|970	32.82	195	130	1	5	199	1	194	2e-32	113	204	95.5882352941177
gnl|RZaadb|258|WP_004673114.1	gnl|ECaadb|3335	34.34	99	61	3	16	113	11	106	3e-06	40.8	133	73.6842105263158
gnl|RZaadb|261|WP_004673212.1	gnl|ECaadb|1877	38.66	119	60	5	4	116	5	116	5e-12	62	316	35.7594936708861
gnl|RZaadb|262|WP_004673248.1	gnl|ECaadb|1481	27.41	270	155	7	2	247	5	257	2e-15	73.2	345	71.304347826087
gnl|RZaadb|263|WP_004673254.1	gnl|ECaadb|4210	26.49	336	214	9	4	312	2	331	8e-17	77	324	95.3703703703704
gnl|RZaadb|264|WP_004673275.1	gnl|ECaadb|1732	40.34	352	196	4	318	669	216	553	4e-48	174	669	52.6158445440957
gnl|RZaadb|266|WP_004673287.1	gnl|ECaadb|319	34.99	363	225	5	17	372	9	367	3e-53	177	375	94.9333333333333
gnl|RZaadb|267|WP_004673336.1	gnl|ECaadb|4188	48.87	221	108	3	1	218	1	219	9e-49	156	221	98.6425339366516
gnl|RZaadb|268|WP_004673346.1	gnl|ECaadb|1631	66.72	643	214	0	5	647	2	644	0	929	647	99.3817619783617
gnl|RZaadb|270|WP_004673394.1	gnl|ECaadb|2862	35.2	125	80	1	21	145	4	127	2e-23	88.2	201	62.1890547263682
gnl|RZaadb|271|WP_004673395.1	gnl|ECaadb|2861	44.33	476	261	2	9	480	4	479	2e-122	365	533	88.5553470919325
gnl|RZaadb|274|WP_004673514.1	gnl|ECaadb|3650	76.47	272	64	0	1	272	1	272	2e-162	449	291	93.4707903780069
gnl|RZaadb|275|WP_004673526.1	gnl|ECaadb|826	36.43	560	344	7	34	587	26	579	6e-113	346	595	93.109243697479
gnl|RZaadb|276|WP_004673532.1	gnl|ECaadb|875	51.33	113	54	1	5	117	12	123	2e-34	114	126	89.6825396825397
gnl|RZaadb|277|WP_004673538.1	gnl|ECaadb|1985	59.07	364	145	1	1	360	1	364	3e-152	430	362	99.4475138121547
gnl|RZaadb|278|WP_004673542.1	gnl|ECaadb|843	35.14	407	234	11	19	420	7	388	7e-62	202	434	92.6267281105991
gnl|RZaadb|282|WP_004673556.1	gnl|ECaadb|3378	28.93	121	71	4	163	274	181	295	1e-04	40.4	323	34.6749226006192
gnl|RZaadb|283|WP_004673557.1	gnl|ECaadb|1950	35.96	89	48	3	19	104	67	149	1e-07	45.8	129	66.6666666666667
gnl|RZaadb|283|WP_004673557.1	gnl|ECaadb|1950	34.38	64	41	1	16	78	202	265	3e-05	38.9	129	48.8372093023256
gnl|RZaadb|284|WP_004673564.1	gnl|ECaadb|3896	54.7	234	99	4	6	233	4	236	4e-77	231	258	88.3720930232558
gnl|RZaadb|286|WP_004673596.1	gnl|ECaadb|3106	33.33	309	201	4	17	322	20	326	4e-48	163	359	85.2367688022284
gnl|RZaadb|287|WP_004673652.1	gnl|ECaadb|3730	46.83	126	67	0	8	133	7	132	2e-21	80.5	133	94.7368421052632
gnl|RZaadb|288|WP_004673721.1	gnl|ECaadb|2339	33.93	112	74	0	21	132	6	117	2e-13	64.7	192	58.3333333333333
gnl|RZaadb|289|WP_004673723.1	gnl|ECaadb|1017	33.1	145	87	4	87	227	104	242	1e-12	62.8	227	62.1145374449339
gnl|RZaadb|291|WP_004673738.1	gnl|ECaadb|2287	34.85	683	401	15	32	688	7	671	3e-119	370	734	89.5095367847411
gnl|RZaadb|292|WP_004673739.1	gnl|ECaadb|4207	30.97	155	106	1	17	170	9	163	3e-09	56.2	506	30.4347826086957
gnl|RZaadb|294|WP_004673751.1	gnl|ECaadb|1048	24.74	194	134	5	23	208	22	211	2e-05	40.8	215	86.5116279069767
gnl|RZaadb|297|WP_004673775.1	gnl|ECaadb|1699	48.96	482	239	6	12	489	11	489	9e-165	472	491	97.3523421588595
gnl|RZaadb|298|WP_004673778.1	gnl|ECaadb|3770	69.93	296	87	2	26	320	24	318	9e-147	413	320	92.1875
gnl|RZaadb|300|WP_004673781.1	gnl|ECaadb|3378	37.97	79	48	1	214	292	187	264	5e-07	47.8	361	21.8836565096953
gnl|RZaadb|301|WP_004673785.1	gnl|ECaadb|3495	35.09	228	137	6	23	248	9	227	8e-38	130	270	83.7037037037037
gnl|RZaadb|304|WP_004673807.1	gnl|ECaadb|1202	27.64	275	194	3	11	281	6	279	6e-28	105	282	96.0992907801418
