gnl|ECaadb|122|NP_414673.1	126
gnl|ECaadb|123|NP_414674.1	300
gnl|ECaadb|124|NP_414675.1	283
gnl|ECaadb|125|NP_414676.1	264
gnl|ECaadb|126|NP_414677.1	412
gnl|ECaadb|127|NP_414678.1	198
gnl|ECaadb|128|NP_414679.1	201
gnl|ECaadb|129|NP_414680.4	189
gnl|ECaadb|130|NP_414681.1	865
gnl|ECaadb|131|NP_414682.1	246
gnl|ECaadb|132|NP_414683.1	194
gnl|ECaadb|133|NP_414684.1	159
gnl|ECaadb|134|NP_414685.4	465
gnl|ECaadb|135|NP_414686.3	308
gnl|ECaadb|136|NP_414687.1	151
gnl|ECaadb|137|NP_414688.1	234
gnl|ECaadb|138|NP_414689.4	176
gnl|ECaadb|139|NP_414690.4	809
gnl|ECaadb|140|NP_414691.1	844
gnl|ECaadb|141|NP_414692.1	747
gnl|ECaadb|142|NP_414693.1	265
gnl|ECaadb|143|NP_414694.1	296
gnl|ECaadb|144|NP_414695.1	660
gnl|ECaadb|145|NP_414696.1	426
gnl|ECaadb|146|NP_414697.1	473
gnl|ECaadb|147|NP_414698.1	114
gnl|ECaadb|148|NP_414699.1	207
gnl|ECaadb|149|NP_414700.1	266
gnl|ECaadb|150|NP_414701.1	232
gnl|ECaadb|151|NP_414702.1	505
gnl|ECaadb|152|NP_414703.1	474
gnl|ECaadb|153|NP_414704.4	385
gnl|ECaadb|154|NP_414705.1	128
gnl|ECaadb|155|NP_414706.2	270
gnl|ECaadb|156|NP_414708.1	274
gnl|ECaadb|157|NP_414709.1	890
gnl|ECaadb|158|NP_414710.1	264
gnl|ECaadb|159|NP_414711.1	241
gnl|ECaadb|160|NP_414712.1	283
gnl|ECaadb|161|NP_414713.1	241
gnl|ECaadb|162|NP_414714.1	185
gnl|ECaadb|163|NP_414715.1	398
gnl|ECaadb|164|NP_414716.1	253
gnl|ECaadb|165|NP_414717.2	285
gnl|ECaadb|166|NP_414718.1	450
gnl|ECaadb|167|NP_414719.1	810
gnl|ECaadb|168|NP_414720.1	161
gnl|ECaadb|169|NP_414721.1	341
gnl|ECaadb|170|NP_414722.1	151
gnl|ECaadb|171|NP_414723.1	262
gnl|ECaadb|172|NP_414724.1	382
gnl|ECaadb|173|NP_414725.1	198
gnl|ECaadb|174|NP_414726.1	1160
gnl|ECaadb|175|NP_414727.1	319
gnl|ECaadb|176|NP_414728.1	713
gnl|ECaadb|177|NP_414729.4	129
gnl|ECaadb|178|NP_414730.1	432
gnl|ECaadb|179|NP_414731.2	84
gnl|ECaadb|180|NP_414732.1	181
gnl|ECaadb|181|NP_414733.1	140
gnl|ECaadb|182|NP_414734.1	236
gnl|ECaadb|183|NP_414735.4	274
gnl|ECaadb|184|NP_414736.1	572
gnl|ECaadb|185|NP_414737.1	235
gnl|ECaadb|186|NP_414738.1	134
gnl|ECaadb|187|NP_414739.1	271
gnl|ECaadb|188|NP_414740.1	217
gnl|ECaadb|189|NP_414741.1	343
gnl|ECaadb|190|NP_414742.1	191
gnl|ECaadb|191|NP_414743.1	267
gnl|ECaadb|192|NP_414744.1	304
gnl|ECaadb|193|NP_414745.1	266
gnl|ECaadb|194|NP_414746.1	207
gnl|ECaadb|195|NP_414747.1	452
gnl|ECaadb|196|NP_414748.1	251
gnl|ECaadb|197|NP_414749.2	240
gnl|ECaadb|198|NP_414750.1	155
gnl|ECaadb|199|NP_414751.1	243
gnl|ECaadb|200|NP_414752.1	261
gnl|ECaadb|201|NP_414754.1	256
gnl|ECaadb|202|NP_414755.1	157
gnl|ECaadb|203|NP_414756.2	814
gnl|ECaadb|204|NP_414757.1	192
gnl|ECaadb|205|NP_414758.1	255
gnl|ECaadb|206|NP_414759.1	246
gnl|ECaadb|207|NP_414760.1	92
gnl|ECaadb|208|NP_414761.1	86
gnl|ECaadb|209|NP_414762.1	249
gnl|ECaadb|210|NP_414763.1	165
gnl|ECaadb|211|NP_414766.1	351
gnl|ECaadb|212|NP_414767.1	97
gnl|ECaadb|213|NP_414768.1	132
gnl|ECaadb|214|NP_414769.1	150
gnl|ECaadb|215|NP_414772.1	485
gnl|ECaadb|216|NP_414773.1	152
gnl|ECaadb|217|NP_414774.1	414
gnl|ECaadb|218|NP_414776.1	351
gnl|ECaadb|219|NP_414777.1	367
gnl|ECaadb|220|NP_414778.1	417
gnl|ECaadb|221|NP_414779.1	113
gnl|ECaadb|222|NP_414780.1	105
gnl|ECaadb|223|NP_414781.1	158
gnl|ECaadb|224|NP_414782.1	152
gnl|ECaadb|225|NP_414783.1	79
gnl|ECaadb|226|NP_414784.1	155
gnl|ECaadb|227|NP_414785.4	147
gnl|ECaadb|228|NP_414786.4	273
gnl|ECaadb|229|NP_414787.4	287
gnl|ECaadb|230|NP_414788.1	297
gnl|ECaadb|231|NP_414790.1	383
gnl|ECaadb|232|NP_414793.2	326
gnl|ECaadb|233|NP_414794.4	467
gnl|ECaadb|234|NP_414795.1	310
gnl|ECaadb|235|NP_414796.2	348
gnl|ECaadb|236|NP_414798.1	167
gnl|ECaadb|237|NP_414799.1	91
gnl|ECaadb|238|NP_414801.1	384
gnl|ECaadb|239|NP_414802.2	302
gnl|ECaadb|240|NP_414803.1	655
gnl|ECaadb|241|NP_414804.1	460
gnl|ECaadb|242|NP_414805.1	536
gnl|ECaadb|243|NP_414806.1	252
gnl|ECaadb|244|NP_414807.1	334
gnl|ECaadb|245|NP_414808.1	167
gnl|ECaadb|246|NP_414809.1	91
gnl|ECaadb|247|NP_414811.1	208
gnl|ECaadb|248|NP_414812.1	232
gnl|ECaadb|249|NP_414813.1	284
gnl|ECaadb|250|NP_414814.1	146
gnl|ECaadb|251|NP_414815.1	466
gnl|ECaadb|252|NP_414817.1	318
gnl|ECaadb|253|NP_414818.1	732
gnl|ECaadb|254|NP_414819.1	318
gnl|ECaadb|255|NP_414820.1	229
gnl|ECaadb|256|NP_414821.1	204
gnl|ECaadb|257|NP_414822.1	109
gnl|ECaadb|258|NP_414823.2	236
gnl|ECaadb|259|NP_414824.1	547
gnl|ECaadb|260|NP_414825.1	841
gnl|ECaadb|261|NP_414826.1	222
gnl|ECaadb|262|NP_414827.1	195
gnl|ECaadb|263|NP_414828.1	196
gnl|ECaadb|264|NP_414829.1	75
gnl|ECaadb|265|NP_414830.1	87
gnl|ECaadb|266|NP_414832.2	99
gnl|ECaadb|267|NP_414833.1	288
gnl|ECaadb|268|NP_414835.2	197
gnl|ECaadb|269|NP_414837.2	78
gnl|ECaadb|270|NP_414838.2	441
gnl|ECaadb|271|NP_414839.1	284
gnl|ECaadb|272|NP_414840.1	239
gnl|ECaadb|273|NP_414841.1	475
gnl|ECaadb|274|NP_414842.4	231
gnl|ECaadb|275|NP_414844.1	222
gnl|ECaadb|276|NP_414845.1	556
gnl|ECaadb|277|NP_414846.1	490
gnl|ECaadb|278|NP_414847.3	195
gnl|ECaadb|279|NP_414848.1	677
gnl|ECaadb|280|NP_414849.1	362
gnl|ECaadb|281|NP_414850.1	310
gnl|ECaadb|282|NP_414851.1	165
gnl|ECaadb|283|NP_414852.1	201
gnl|ECaadb|284|NP_414853.1	287
gnl|ECaadb|285|NP_414854.1	515
gnl|ECaadb|286|NP_414855.1	472
gnl|ECaadb|287|NP_414857.1	316
gnl|ECaadb|288|NP_414858.1	460
gnl|ECaadb|289|NP_414859.1	349
gnl|ECaadb|290|NP_414860.1	271
gnl|ECaadb|291|NP_414861.2	81
gnl|ECaadb|292|NP_414862.1	223
gnl|ECaadb|293|NP_414863.1	91
gnl|ECaadb|294|NP_414864.1	528
gnl|ECaadb|295|NP_414865.1	296
gnl|ECaadb|296|NP_414867.1	389
gnl|ECaadb|297|NP_414868.1	483
gnl|ECaadb|298|NP_414869.1	628
gnl|ECaadb|299|NP_414870.1	419
gnl|ECaadb|300|NP_414871.1	427
gnl|ECaadb|301|NP_414872.3	299
gnl|ECaadb|302|NP_414873.1	219
gnl|ECaadb|303|NP_414874.1	156
gnl|ECaadb|304|NP_414875.1	384
gnl|ECaadb|305|NP_414876.1	203
gnl|ECaadb|306|NP_414877.1	417
gnl|ECaadb|307|NP_414878.1	1024
gnl|ECaadb|308|NP_414879.3	360
gnl|ECaadb|309|NP_414880.2	277
gnl|ECaadb|310|NP_414881.1	554
gnl|ECaadb|311|NP_414882.1	314
gnl|ECaadb|312|NP_414883.5	288
gnl|ECaadb|313|NP_414884.2	269
gnl|ECaadb|314|NP_414885.1	316
gnl|ECaadb|315|NP_414886.1	337
gnl|ECaadb|316|NP_414887.2	403
gnl|ECaadb|317|NP_414888.4	179
gnl|ECaadb|318|NP_414889.1	277
gnl|ECaadb|319|NP_414890.1	369
gnl|ECaadb|320|NP_414891.4	91
gnl|ECaadb|321|NP_414892.1	257
gnl|ECaadb|322|NP_414894.2	121
gnl|ECaadb|323|NP_414895.1	301
gnl|ECaadb|324|NP_414897.1	398
gnl|ECaadb|325|NP_414898.4	185
gnl|ECaadb|326|NP_414899.2	320
gnl|ECaadb|327|NP_414900.1	255
gnl|ECaadb|328|NP_414901.1	275
gnl|ECaadb|329|NP_414902.1	283
gnl|ECaadb|330|NP_414903.4	324
gnl|ECaadb|331|NP_414906.1	288
gnl|ECaadb|332|NP_414907.2	99
gnl|ECaadb|333|NP_414909.2	207
gnl|ECaadb|334|NP_414910.1	385
gnl|ECaadb|335|NP_414911.1	406
gnl|ECaadb|336|NP_414912.1	364
gnl|ECaadb|337|NP_414913.1	102
gnl|ECaadb|338|NP_414914.2	70
gnl|ECaadb|339|NP_414915.1	364
gnl|ECaadb|340|NP_414916.1	86
gnl|ECaadb|341|NP_414917.2	471
gnl|ECaadb|342|NP_414918.4	106
gnl|ECaadb|343|NP_414919.1	371
gnl|ECaadb|344|NP_414920.1	269
gnl|ECaadb|345|NP_414921.2	152
gnl|ECaadb|346|NP_414922.1	174
gnl|ECaadb|347|NP_414923.1	63
gnl|ECaadb|348|NP_414924.1	225
gnl|ECaadb|349|NP_414925.1	94
gnl|ECaadb|350|NP_414927.1	303
gnl|ECaadb|351|NP_414928.2	302
gnl|ECaadb|352|NP_414930.3	394
gnl|ECaadb|353|NP_414931.1	1048
gnl|ECaadb|354|NP_414932.1	400
gnl|ECaadb|355|NP_414933.1	229
gnl|ECaadb|356|NP_414934.1	431
gnl|ECaadb|357|NP_414935.1	439
gnl|ECaadb|358|NP_414936.1	457
gnl|ECaadb|359|NP_414937.2	604
gnl|ECaadb|360|NP_414938.1	193
gnl|ECaadb|361|NP_414939.1	356
gnl|ECaadb|362|NP_414940.1	375
gnl|ECaadb|363|NP_414941.1	110
gnl|ECaadb|364|NP_414942.1	615
gnl|ECaadb|365|NP_414943.1	323
gnl|ECaadb|366|NP_414944.1	115
gnl|ECaadb|367|NP_414945.1	294
gnl|ECaadb|368|NP_414946.4	179
gnl|ECaadb|369|NP_414947.1	149
gnl|ECaadb|370|NP_414948.1	367
gnl|ECaadb|371|NP_414949.1	156
gnl|ECaadb|372|NP_414950.1	139
gnl|ECaadb|373|NP_414951.1	325
gnl|ECaadb|374|NP_414952.1	172
gnl|ECaadb|375|NP_414953.2	324
gnl|ECaadb|376|NP_414954.1	620
gnl|ECaadb|377|NP_414955.1	299
gnl|ECaadb|378|NP_414956.1	80
gnl|ECaadb|379|NP_414957.1	482
gnl|ECaadb|380|NP_414958.4	196
gnl|ECaadb|381|NP_414959.1	303
gnl|ECaadb|382|NP_414960.2	163
gnl|ECaadb|383|NP_414961.4	454
gnl|ECaadb|384|NP_414962.1	296
gnl|ECaadb|385|NP_414963.1	109
gnl|ECaadb|386|NP_414964.1	204
gnl|ECaadb|387|NP_414965.1	663
gnl|ECaadb|388|NP_414966.1	315
gnl|ECaadb|389|NP_414967.1	491
gnl|ECaadb|390|NP_414968.4	192
gnl|ECaadb|391|NP_414969.4	105
gnl|ECaadb|392|NP_414970.1	432
gnl|ECaadb|393|NP_414971.1	207
gnl|ECaadb|394|NP_414972.1	424
gnl|ECaadb|395|NP_414973.1	784
gnl|ECaadb|396|NP_414974.1	90
gnl|ECaadb|397|NP_414975.1	623
gnl|ECaadb|398|NP_414976.1	123
gnl|ECaadb|399|NP_414977.1	132
gnl|ECaadb|400|NP_414978.1	231
gnl|ECaadb|401|NP_414979.1	566
gnl|ECaadb|402|NP_414980.2	272
gnl|ECaadb|403|NP_414981.4	152
gnl|ECaadb|404|NP_414982.1	590
gnl|ECaadb|405|NP_414983.1	593
gnl|ECaadb|406|NP_414984.1	112
gnl|ECaadb|407|NP_414985.1	428
gnl|ECaadb|408|NP_414986.1	286
gnl|ECaadb|409|NP_414987.3	190
gnl|ECaadb|410|NP_414988.1	129
gnl|ECaadb|411|NP_414989.1	117
gnl|ECaadb|412|NP_414990.2	516
gnl|ECaadb|413|NP_414991.4	156
gnl|ECaadb|414|NP_414992.1	183
gnl|ECaadb|415|NP_414993.1	72
gnl|ECaadb|416|NP_414994.1	124
gnl|ECaadb|417|NP_414995.1	1049
gnl|ECaadb|418|NP_414996.1	397
gnl|ECaadb|419|NP_414997.1	215
gnl|ECaadb|420|NP_414998.1	1120
gnl|ECaadb|421|NP_414999.1	53
gnl|ECaadb|422|NP_415000.1	175
gnl|ECaadb|423|NP_415001.1	125
gnl|ECaadb|424|NP_415002.1	183
gnl|ECaadb|425|NP_415003.1	643
gnl|ECaadb|426|NP_415004.1	109
gnl|ECaadb|427|NP_415005.1	201
gnl|ECaadb|428|NP_415006.1	624
gnl|ECaadb|429|NP_415007.1	214
gnl|ECaadb|430|NP_415008.1	320
gnl|ECaadb|431|NP_415009.1	319
gnl|ECaadb|432|NP_415010.1	434
gnl|ECaadb|433|NP_415011.1	558
gnl|ECaadb|434|NP_415012.1	406
gnl|ECaadb|435|NP_415013.1	550
gnl|ECaadb|436|NP_415014.1	159
gnl|ECaadb|437|NP_415015.1	264
gnl|ECaadb|438|NP_415016.4	113
gnl|ECaadb|439|NP_415017.1	834
gnl|ECaadb|440|NP_415018.1	310
gnl|ECaadb|441|NP_415019.1	430
gnl|ECaadb|442|NP_415020.1	135
gnl|ECaadb|443|NP_415021.2	152
gnl|ECaadb|444|NP_415022.1	305
gnl|ECaadb|445|NP_415023.1	225
gnl|ECaadb|446|NP_415024.4	259
gnl|ECaadb|447|NP_415025.4	284
gnl|ECaadb|448|NP_415026.1	269
gnl|ECaadb|449|NP_415027.1	208
gnl|ECaadb|450|NP_415028.1	228
gnl|ECaadb|451|NP_415029.1	804
gnl|ECaadb|452|NP_415030.1	1426
gnl|ECaadb|453|NP_415031.1	122
gnl|ECaadb|454|NP_415036.1	364
gnl|ECaadb|455|NP_415037.1	308
gnl|ECaadb|456|NP_415038.1	160
gnl|ECaadb|457|NP_415039.1	271
gnl|ECaadb|458|NP_415040.1	593
gnl|ECaadb|459|NP_415041.1	258
gnl|ECaadb|460|NP_415042.1	292
gnl|ECaadb|461|NP_415044.4	484
gnl|ECaadb|462|NP_415045.1	453
gnl|ECaadb|463|NP_415046.4	433
gnl|ECaadb|464|NP_415047.1	381
gnl|ECaadb|465|NP_415048.1	261
gnl|ECaadb|466|NP_415049.1	411
gnl|ECaadb|467|NP_415050.1	349
gnl|ECaadb|468|NP_415051.1	555
gnl|ECaadb|469|NP_415053.1	271
gnl|ECaadb|470|NP_415054.1	297
gnl|ECaadb|471|NP_415055.1	355
gnl|ECaadb|472|NP_415056.1	169
gnl|ECaadb|473|NP_415057.1	240
gnl|ECaadb|474|NP_415058.1	164
gnl|ECaadb|475|NP_415059.1	461
gnl|ECaadb|476|NP_415060.1	173
gnl|ECaadb|477|NP_415061.2	70
gnl|ECaadb|478|NP_415062.1	288
gnl|ECaadb|479|NP_415063.4	180
gnl|ECaadb|480|NP_415064.1	230
gnl|ECaadb|481|NP_415065.1	867
gnl|ECaadb|482|NP_415066.2	327
gnl|ECaadb|483|NP_415067.1	171
gnl|ECaadb|484|NP_415068.1	210
gnl|ECaadb|485|NP_415069.1	387
gnl|ECaadb|486|NP_415072.2	99
gnl|ECaadb|487|NP_415073.1	288
gnl|ECaadb|488|NP_415075.1	110
gnl|ECaadb|489|NP_415076.1	508
gnl|ECaadb|490|NP_415077.1	183
gnl|ECaadb|491|NP_415078.1	265
gnl|ECaadb|492|NP_415079.1	151
gnl|ECaadb|493|NP_415080.1	56
gnl|ECaadb|494|NP_415081.1	96
gnl|ECaadb|495|NP_415082.1	120
gnl|ECaadb|496|NP_415083.1	127
gnl|ECaadb|497|NP_415084.2	326
gnl|ECaadb|498|NP_415086.1	71
gnl|ECaadb|499|NP_415087.1	165
gnl|ECaadb|500|NP_415088.1	153
gnl|ECaadb|501|NP_415089.1	97
gnl|ECaadb|502|NP_415090.2	136
gnl|ECaadb|503|NP_415091.1	68
gnl|ECaadb|504|NP_415092.1	181
gnl|ECaadb|505|NP_415096.1	249
gnl|ECaadb|506|NP_415097.1	317
gnl|ECaadb|507|NP_415098.1	253
gnl|ECaadb|508|NP_415099.1	296
gnl|ECaadb|509|NP_415100.1	990
gnl|ECaadb|510|NP_415101.1	745
gnl|ECaadb|511|NP_415102.1	480
gnl|ECaadb|512|NP_415103.1	227
gnl|ECaadb|513|NP_415104.1	457
gnl|ECaadb|514|NP_415105.1	110
gnl|ECaadb|515|NP_415106.1	407
gnl|ECaadb|516|NP_415107.1	1047
gnl|ECaadb|517|NP_415108.1	458
gnl|ECaadb|518|NP_415109.1	415
gnl|ECaadb|519|NP_415110.1	217
gnl|ECaadb|520|NP_415111.1	122
gnl|ECaadb|521|NP_415112.1	82
gnl|ECaadb|522|NP_415113.1	372
gnl|ECaadb|523|NP_415114.1	370
gnl|ECaadb|524|NP_415115.2	206
gnl|ECaadb|525|NP_415116.1	746
gnl|ECaadb|526|NP_415117.2	400
gnl|ECaadb|527|NP_415118.1	1293
gnl|ECaadb|528|NP_415119.1	377
gnl|ECaadb|529|NP_415120.1	271
gnl|ECaadb|530|NP_415121.1	330
gnl|ECaadb|531|NP_415122.1	334
gnl|ECaadb|532|NP_415123.1	416
gnl|ECaadb|533|NP_415124.1	318
gnl|ECaadb|534|NP_415125.1	391
gnl|ECaadb|535|NP_415126.1	536
gnl|ECaadb|536|NP_415127.1	285
gnl|ECaadb|537|NP_415128.1	248
gnl|ECaadb|538|NP_415129.1	137
gnl|ECaadb|539|NP_415130.1	701
gnl|ECaadb|540|NP_415132.1	362
gnl|ECaadb|541|NP_415133.1	386
gnl|ECaadb|542|NP_415134.1	209
gnl|ECaadb|543|NP_415135.1	406
gnl|ECaadb|544|NP_415136.1	300
gnl|ECaadb|545|NP_415137.2	248
gnl|ECaadb|546|NP_415138.1	187
gnl|ECaadb|547|NP_415139.2	521
gnl|ECaadb|548|NP_415140.1	142
gnl|ECaadb|549|NP_415141.1	412
gnl|ECaadb|550|NP_415143.1	136
gnl|ECaadb|551|NP_415144.1	268
gnl|ECaadb|552|NP_415145.1	487
gnl|ECaadb|553|NP_415146.1	292
gnl|ECaadb|554|NP_415147.1	183
gnl|ECaadb|555|NP_415148.1	510
gnl|ECaadb|556|NP_415149.4	302
gnl|ECaadb|557|NP_415150.1	98
gnl|ECaadb|558|NP_415151.4	352
gnl|ECaadb|559|NP_415152.1	552
gnl|ECaadb|560|NP_415153.1	226
gnl|ECaadb|561|NP_415154.1	461
gnl|ECaadb|562|NP_415155.1	186
gnl|ECaadb|563|NP_415156.1	69
gnl|ECaadb|564|NP_415157.1	127
gnl|ECaadb|565|NP_415160.1	67
gnl|ECaadb|566|NP_415161.1	321
gnl|ECaadb|567|NP_415162.4	317
gnl|ECaadb|568|NP_415163.2	213
gnl|ECaadb|569|NP_415164.1	87
gnl|ECaadb|570|NP_415165.1	403
gnl|ECaadb|571|NP_415166.1	362
gnl|ECaadb|572|NP_415167.1	370
gnl|ECaadb|573|NP_415168.1	633
gnl|ECaadb|574|NP_415169.1	155
gnl|ECaadb|575|NP_415170.4	105
gnl|ECaadb|576|NP_415171.1	203
gnl|ECaadb|577|NP_415172.1	213
gnl|ECaadb|578|NP_415173.1	343
gnl|ECaadb|579|NP_415174.1	193
gnl|ECaadb|580|NP_415175.1	860
gnl|ECaadb|581|NP_415176.1	160
gnl|ECaadb|582|NP_415177.4	325
gnl|ECaadb|583|NP_415178.1	235
gnl|ECaadb|584|NP_415179.1	475
gnl|ECaadb|585|NP_415180.1	184
gnl|ECaadb|586|NP_415181.1	235
gnl|ECaadb|587|NP_415182.1	483
gnl|ECaadb|588|NP_415183.1	556
gnl|ECaadb|589|NP_415184.1	311
gnl|ECaadb|590|NP_415185.1	241
gnl|ECaadb|591|NP_415186.1	224
gnl|ECaadb|592|NP_415187.1	246
gnl|ECaadb|593|NP_415188.1	302
gnl|ECaadb|594|NP_415189.2	326
gnl|ECaadb|595|NP_415190.1	512
gnl|ECaadb|596|NP_415191.1	292
gnl|ECaadb|597|NP_415192.1	155
gnl|ECaadb|598|NP_415193.2	346
gnl|ECaadb|599|NP_415194.1	474
gnl|ECaadb|600|NP_415195.1	391
gnl|ECaadb|601|NP_415200.1	554
gnl|ECaadb|602|NP_415201.1	250
gnl|ECaadb|603|NP_415202.1	406
gnl|ECaadb|604|NP_415203.1	382
gnl|ECaadb|605|NP_415204.1	266
gnl|ECaadb|606|NP_415205.1	648
gnl|ECaadb|607|NP_415206.1	554
gnl|ECaadb|608|NP_415207.1	468
gnl|ECaadb|609|NP_415208.1	108
gnl|ECaadb|610|NP_415209.1	148
gnl|ECaadb|611|NP_415210.1	176
gnl|ECaadb|612|NP_415211.2	97
gnl|ECaadb|613|NP_415212.1	254
gnl|ECaadb|614|NP_415213.1	181
gnl|ECaadb|615|NP_415214.1	546
gnl|ECaadb|616|NP_415215.1	164
gnl|ECaadb|617|NP_415219.1	439
gnl|ECaadb|618|NP_415220.1	732
gnl|ECaadb|619|NP_415222.1	225
gnl|ECaadb|620|NP_415223.1	894
gnl|ECaadb|621|NP_415224.1	190
gnl|ECaadb|622|NP_415225.1	682
gnl|ECaadb|623|NP_415226.1	557
gnl|ECaadb|624|NP_415228.1	68
gnl|ECaadb|625|NP_415229.1	1397
gnl|ECaadb|626|NP_415230.1	108
gnl|ECaadb|627|NP_415232.1	189
gnl|ECaadb|628|NP_415234.1	253
gnl|ECaadb|629|NP_415235.1	169
gnl|ECaadb|630|NP_415236.1	472
gnl|ECaadb|631|NP_415237.1	493
gnl|ECaadb|632|NP_415238.1	247
gnl|ECaadb|633|NP_415239.1	218
gnl|ECaadb|634|NP_415240.1	310
gnl|ECaadb|635|NP_415241.1	244
