qName	sName	peri	alilen	numMM	nnGP	qSS	qSE	sSS	sSE	Evalue	bitScore	qlen	coveragePercent
gnl|RZaadb|1230|WP_012483518.1	gnl|ECaadb|1755	34.34	198	127	2	4	198	2	199	5e-32	112	207	94.2028985507246
gnl|RZaadb|1274|WP_012483696.1	gnl|ECaadb|3444	44.21	475	248	6	5	474	6	468	2e-130	383	483	97.3084886128364
gnl|RZaadb|1316|WP_012484080.1	gnl|ECaadb|1217	53.54	297	138	0	1	297	1	297	6e-106	308	297	100
gnl|RZaadb|1540|WP_012485457.1	gnl|ECaadb|3617	67.83	143	46	0	12	154	11	153	9e-58	174	156	91.6666666666667
gnl|RZaadb|1985|WP_016733199.1	gnl|ECaadb|2448	52.93	871	380	10	6	867	7	856	0	877	884	97.5113122171946
gnl|RZaadb|2096|WP_016733336.1	gnl|ECaadb|2644	33.99	303	185	5	3	300	5	297	2e-46	155	309	96.4401294498382
gnl|RZaadb|2466|WP_016733827.1	gnl|ECaadb|2554	37.2	293	179	3	1	289	1	292	6e-60	190	289	100
gnl|RZaadb|2498|WP_016733870.1	gnl|ECaadb|710	30.59	219	146	3	7	225	2	214	4e-30	108	233	93.9914163090129
gnl|RZaadb|2566|WP_016733953.1	gnl|ECaadb|1498	37.04	135	84	1	7	140	5	139	8e-21	80.1	154	87.012987012987
gnl|RZaadb|2614|WP_016734019.1	gnl|ECaadb|3733	47.76	446	226	4	14	457	9	449	1e-129	386	552	80.4347826086957
gnl|RZaadb|2735|WP_016734167.1	gnl|ECaadb|1563	50.54	93	46	0	5	97	2	94	1e-30	102	112	83.0357142857143
gnl|RZaadb|3019|WP_016734548.1	gnl|ECaadb|1513	32.93	334	222	2	1	332	1	334	2e-50	168	334	99.4011976047904
gnl|RZaadb|3094|WP_016734656.1	gnl|ECaadb|243	33.77	228	150	1	23	249	13	240	5e-34	120	265	85.6603773584906
gnl|RZaadb|3120|WP_016734691.1	gnl|ECaadb|2766	34.39	285	181	2	6	286	10	292	4e-43	147	298	94.2953020134228
gnl|RZaadb|3319|WP_016734937.1	gnl|ECaadb|2017	32.95	346	217	7	8	344	9	348	3e-46	158	357	94.3977591036415
gnl|RZaadb|3572|WP_016735246.1	gnl|ECaadb|2582	31.03	261	179	1	6	265	1	261	1e-30	114	301	86.3787375415282
gnl|RZaadb|3631|WP_016735333.1	gnl|ECaadb|2914	37.44	227	139	2	8	232	27	252	2e-41	139	234	96.1538461538462
gnl|RZaadb|3649|WP_016735360.1	gnl|ECaadb|3530	38.49	265	159	2	30	291	27	290	1e-45	154	304	86.1842105263158
gnl|RZaadb|3731|WP_016735466.1	gnl|ECaadb|1638	32.74	226	151	1	36	261	32	256	1e-37	130	263	85.9315589353612
gnl|RZaadb|3897|WP_016735692.1	gnl|ECaadb|3458	36.73	245	155	0	6	250	11	255	3e-58	183	257	95.3307392996109
gnl|RZaadb|4025|WP_016735855.1	gnl|ECaadb|3663	44.04	218	120	1	1	218	1	216	1e-59	184	222	98.1981981981982
gnl|RZaadb|4066|WP_016735901.1	gnl|ECaadb|925	57.99	1245	478	11	27	1235	85	1320	0	1321	1235	97.8947368421053
gnl|RZaadb|4068|WP_016735903.1	gnl|ECaadb|801	45.52	145	79	0	10	154	11	155	2e-45	143	164	88.4146341463415
gnl|RZaadb|4511|WP_016736523.1	gnl|ECaadb|4265	61.36	88	30	1	1	88	1	84	9e-37	116	90	97.7777777777778
gnl|RZaadb|4619|WP_016736656.1	gnl|ECaadb|619	42.15	223	126	2	6	226	2	223	2e-47	153	230	96.0869565217391
gnl|RZaadb|4681|WP_016736730.1	gnl|ECaadb|1700	33.22	289	185	4	1	286	1	284	3e-38	133	287	99.6515679442509
gnl|RZaadb|4704|WP_016736761.1	gnl|ECaadb|3085	60.49	534	203	4	1	533	1	527	0	635	535	99.6261682242991
gnl|RZaadb|4796|WP_016736883.1	gnl|ECaadb|3485	48.46	227	112	2	1	223	1	226	8e-63	192	228	97.8070175438596
gnl|RZaadb|4872|WP_016736973.1	gnl|ECaadb|1897	40.77	233	132	3	2	232	10	238	1e-56	177	234	98.7179487179487
gnl|RZaadb|4895|WP_016736998.1	gnl|ECaadb|1814	39.32	295	174	2	1	295	1	290	5e-57	183	301	98.0066445182724
gnl|RZaadb|4928|WP_016737036.1	gnl|ECaadb|1997	34.17	199	125	3	1	194	1	198	3e-30	108	223	86.9955156950673
gnl|RZaadb|5072|WP_016737218.1	gnl|ECaadb|2024	37.68	499	270	4	7	505	1	458	3e-107	325	513	97.270955165692
gnl|RZaadb|5131|WP_016737301.1	gnl|ECaadb|3505	36.98	338	210	3	2	337	5	341	9e-64	203	343	97.9591836734694
gnl|RZaadb|5135|WP_016737306.1	gnl|ECaadb|3911	31.38	290	167	10	8	278	12	288	5e-27	103	279	97.1326164874552
gnl|RZaadb|5254|WP_016737522.1	gnl|ECaadb|2965	39.84	128	72	3	6	129	4	130	2e-26	94	140	88.5714285714286
gnl|RZaadb|5412|WP_029531483.1	gnl|ECaadb|924	50.25	203	101	0	18	220	9	211	6e-69	207	225	90.2222222222222
gnl|RZaadb|5641|WP_029531806.1	gnl|ECaadb|1189	35.2	179	112	3	6	182	9	185	7e-31	108	182	97.2527472527473
gnl|RZaadb|5778|WP_029532139.1	gnl|ECaadb|3381	33.87	310	193	6	4	306	1	305	2e-50	168	342	88.5964912280702
gnl|RZaadb|5833|WP_037113567.1	gnl|ECaadb|512	44.59	222	123	0	24	245	1	222	8e-66	201	248	89.5161290322581
