qName	sName	peri	alilen	numMM	nnGP	qSS	qSE	sSS	sSE	Evalue	bitScore	qlen	coveragePercent
gnl|RZaadb|175|WP_004671573.1	gnl|ECaadb|3486	31.02	274	181	3	26	293	26	297	5e-36	128	304	88.1578947368421
gnl|RZaadb|176|WP_004671586.1	gnl|ECaadb|2716	47.5	160	83	1	4	163	1	159	2e-34	116	176	90.9090909090909
gnl|RZaadb|178|WP_004671617.1	gnl|ECaadb|658	44.29	219	120	2	11	227	2	220	3e-52	166	239	90.7949790794979
gnl|RZaadb|179|WP_004671619.1	gnl|ECaadb|657	40	125	70	2	22	144	11	132	1e-23	87	151	81.4569536423841
gnl|RZaadb|188|WP_004671783.1	gnl|ECaadb|3390	44.83	87	41	2	139	222	7	89	2e-17	72.8	293	28.6689419795222
gnl|RZaadb|191|WP_004671809.1	gnl|ECaadb|2572	32.8	750	479	14	11	749	1	736	5e-110	348	755	97.8807947019868
gnl|RZaadb|192|WP_004671846.1	gnl|ECaadb|1753	40.27	149	81	3	6	152	3	145	8e-27	97.8	196	75
gnl|RZaadb|194|WP_004671872.1	gnl|ECaadb|3446	65.95	467	158	1	3	468	2	468	0	624	469	99.3603411513859
gnl|RZaadb|195|WP_004671901.1	gnl|ECaadb|1133	37.19	199	116	3	11	205	15	208	1e-24	94	215	90.6976744186046
gnl|RZaadb|196|WP_004671912.1	gnl|ECaadb|3275	42.41	158	86	1	4	161	5	157	3e-45	143	164	96.3414634146341
gnl|RZaadb|197|WP_004671916.1	gnl|ECaadb|474	37.41	147	73	3	11	149	2	137	1e-23	88.6	169	82.2485207100592
gnl|RZaadb|205|WP_004672297.1	gnl|ECaadb|1784	44	225	121	3	22	244	22	243	5e-66	202	245	91.0204081632653
gnl|RZaadb|211|WP_004672323.1	gnl|ECaadb|1725	35.76	660	402	7	42	694	45	689	5e-117	363	695	93.9568345323741
gnl|RZaadb|219|WP_004672493.1	gnl|ECaadb|1153	40.14	279	166	1	4	281	200	478	5e-63	206	338	82.2485207100592
gnl|RZaadb|222|WP_004672572.1	gnl|ECaadb|1529	42.14	140	77	3	66	203	97	234	2e-16	73.6	204	67.6470588235294
gnl|RZaadb|224|WP_004672606.1	gnl|ECaadb|1162	32.91	158	103	2	54	211	130	284	6e-08	50.1	286	55.2447552447552
gnl|RZaadb|226|WP_004672616.1	gnl|ECaadb|3392	54.74	95	43	0	9	103	11	105	2e-36	116	106	89.622641509434
gnl|RZaadb|227|WP_004672623.1	gnl|ECaadb|1665	31.15	122	82	2	2	121	3	124	1e-12	60.1	133	90.2255639097744
gnl|RZaadb|228|WP_004672626.1	gnl|ECaadb|13	65.83	638	210	4	1	632	1	636	0	834	639	98.9045383411581
gnl|RZaadb|229|WP_004672627.1	gnl|ECaadb|14	56.61	378	154	4	1	374	1	372	1e-125	363	375	99.7333333333333
gnl|RZaadb|231|WP_004672637.1	gnl|ECaadb|3199	38.6	329	189	10	6	331	2	320	3e-60	193	333	97.8978978978979
gnl|RZaadb|235|WP_004672645.1	gnl|ECaadb|2378	32.5	280	181	3	1	275	99	375	2e-37	133	284	96.830985915493
gnl|RZaadb|241|WP_004672768.1	gnl|ECaadb|355	49.33	223	113	0	1	223	1	223	4e-73	219	227	98.2378854625551
gnl|RZaadb|242|WP_004672769.1	gnl|ECaadb|3354	35.05	214	138	1	3	216	7	219	7e-41	137	237	90.295358649789
gnl|RZaadb|243|WP_004672770.1	gnl|ECaadb|3355	55.78	251	110	1	21	271	8	257	2e-99	288	271	92.619926199262
gnl|RZaadb|244|WP_004672775.1	gnl|ECaadb|2871	51.95	154	73	1	5	157	4	157	5e-39	127	158	96.8354430379747
gnl|RZaadb|250|WP_004672829.1	gnl|ECaadb|1143	46.51	129	66	1	2	127	4	132	2e-36	118	127	99.2125984251968
gnl|RZaadb|255|WP_004673076.1	gnl|ECaadb|2672	36.9	187	110	3	18	201	6	187	1e-41	136	201	91.5422885572139
gnl|RZaadb|257|WP_004673096.1	gnl|ECaadb|970	32.82	195	130	1	5	199	1	194	2e-32	113	204	95.5882352941177
gnl|RZaadb|267|WP_004673336.1	gnl|ECaadb|4188	48.87	221	108	3	1	218	1	219	9e-49	156	221	98.6425339366516
gnl|RZaadb|268|WP_004673346.1	gnl|ECaadb|1631	66.72	643	214	0	5	647	2	644	0	929	647	99.3817619783617
gnl|RZaadb|270|WP_004673394.1	gnl|ECaadb|2862	35.2	125	80	1	21	145	4	127	2e-23	88.2	201	62.1890547263682
gnl|RZaadb|271|WP_004673395.1	gnl|ECaadb|2861	44.33	476	261	2	9	480	4	479	2e-122	365	533	88.5553470919325
gnl|RZaadb|274|WP_004673514.1	gnl|ECaadb|3650	76.47	272	64	0	1	272	1	272	2e-162	449	291	93.4707903780069
gnl|RZaadb|275|WP_004673526.1	gnl|ECaadb|826	36.43	560	344	7	34	587	26	579	6e-113	346	595	93.109243697479
gnl|RZaadb|276|WP_004673532.1	gnl|ECaadb|875	51.33	113	54	1	5	117	12	123	2e-34	114	126	89.6825396825397
gnl|RZaadb|277|WP_004673538.1	gnl|ECaadb|1985	59.07	364	145	1	1	360	1	364	3e-152	430	362	99.4475138121547
gnl|RZaadb|278|WP_004673542.1	gnl|ECaadb|843	35.14	407	234	11	19	420	7	388	7e-62	202	434	92.6267281105991
gnl|RZaadb|284|WP_004673564.1	gnl|ECaadb|3896	54.7	234	99	4	6	233	4	236	4e-77	231	258	88.3720930232558
gnl|RZaadb|287|WP_004673652.1	gnl|ECaadb|3730	46.83	126	67	0	8	133	7	132	2e-21	80.5	133	94.7368421052632
gnl|RZaadb|291|WP_004673738.1	gnl|ECaadb|2287	34.85	683	401	15	32	688	7	671	3e-119	370	734	89.5095367847411
gnl|RZaadb|297|WP_004673775.1	gnl|ECaadb|1699	48.96	482	239	6	12	489	11	489	9e-165	472	491	97.3523421588595
gnl|RZaadb|298|WP_004673778.1	gnl|ECaadb|3770	69.93	296	87	2	26	320	24	318	9e-147	413	320	92.1875
gnl|RZaadb|301|WP_004673785.1	gnl|ECaadb|3495	35.09	228	137	6	23	248	9	227	8e-38	130	270	83.7037037037037
gnl|RZaadb|305|WP_004673821.1	gnl|ECaadb|837	34.98	303	190	5	134	431	312	612	1e-49	175	434	68.6635944700461
gnl|RZaadb|310|WP_004673840.1	gnl|ECaadb|158	50.6	249	121	2	17	263	2	250	1e-84	251	278	88.8489208633093
gnl|RZaadb|311|WP_004673860.1	gnl|ECaadb|1567	58.97	117	48	0	1	117	1	117	9e-29	99	134	87.3134328358209
gnl|RZaadb|313|WP_004673867.1	gnl|ECaadb|1148	47.33	150	78	1	5	153	4	153	5e-42	135	165	90.3030303030303
gnl|RZaadb|319|WP_004674116.1	gnl|ECaadb|371	39.6	149	79	3	8	151	14	156	3e-21	81.6	151	95.364238410596
gnl|RZaadb|323|WP_004674139.1	gnl|ECaadb|2748	50	200	100	0	6	205	14	213	4e-65	203	367	54.4959128065395
gnl|RZaadb|324|WP_004674150.1	gnl|ECaadb|147	45.12	82	45	0	29	110	33	114	2e-21	79.3	110	74.5454545454545
gnl|RZaadb|325|WP_004674197.1	gnl|ECaadb|3568	44.81	308	169	1	1	307	1	308	2e-97	287	307	100
gnl|RZaadb|345|WP_004674538.1	gnl|ECaadb|2580	34.33	300	183	6	6	298	4	296	2e-54	178	336	87.2023809523809
gnl|RZaadb|351|WP_004674733.1	gnl|ECaadb|289	50.29	344	169	2	5	346	4	347	6e-102	301	348	98.2758620689655
gnl|RZaadb|355|WP_004674851.1	gnl|ECaadb|774	40.28	216	125	4	13	226	8	221	4e-40	134	234	91.4529914529915
gnl|RZaadb|356|WP_004674871.1	gnl|ECaadb|2392	31.17	154	90	4	37	180	64	211	5e-14	67.4	257	56.0311284046693
gnl|RZaadb|357|WP_004674918.1	gnl|ECaadb|2992	35.05	194	124	2	11	203	6	198	7e-26	96.3	206	93.6893203883495
gnl|RZaadb|358|WP_004674922.1	gnl|ECaadb|2988	49.04	104	53	0	14	117	2	105	2e-23	85.1	129	80.6201550387597
gnl|RZaadb|360|WP_004674926.1	gnl|ECaadb|2984	52.11	71	34	0	4	74	6	76	8e-23	80.5	79	89.873417721519
gnl|RZaadb|361|WP_004674929.1	gnl|ECaadb|2982	45.54	101	51	3	3	100	4	103	4e-22	80.1	102	96.078431372549
gnl|RZaadb|362|WP_004674949.1	gnl|ECaadb|2284	52.71	203	96	0	7	209	6	208	3e-74	220	209	97.1291866028708
gnl|RZaadb|363|WP_004674972.1	gnl|ECaadb|3691	46.24	93	49	1	1	92	1	93	1e-23	84.3	104	88.4615384615385
gnl|RZaadb|364|WP_004674979.1	gnl|ECaadb|2629	38.5	213	130	1	1	212	1	213	3e-47	152	222	95.4954954954955
gnl|RZaadb|367|WP_004675044.1	gnl|ECaadb|2396	43.04	158	88	2	1	157	1	157	7e-37	122	159	98.7421383647799
gnl|RZaadb|370|WP_004675052.1	gnl|ECaadb|2347	36.72	128	77	1	2	129	3	126	1e-19	75.9	134	95.5223880597015
gnl|RZaadb|371|WP_004675053.1	gnl|ECaadb|2351	34.15	205	129	3	14	215	8	209	8e-31	110	239	84.5188284518828
gnl|RZaadb|377|WP_004675229.1	gnl|ECaadb|2205	31.82	264	167	3	9	263	18	277	2e-30	112	291	87.6288659793814
gnl|RZaadb|388|WP_004675552.1	gnl|ECaadb|3697	57.28	103	44	0	1	103	1	103	7e-24	85.1	104	99.0384615384615
gnl|RZaadb|389|WP_004675596.1	gnl|ECaadb|1534	60.41	485	170	4	18	489	20	495	0	579	489	96.5235173824131
gnl|RZaadb|391|WP_004675609.1	gnl|ECaadb|1494	40.81	419	237	4	6	414	4	421	3e-104	312	418	97.8468899521531
gnl|RZaadb|395|WP_004675679.1	gnl|ECaadb|3111	50.57	261	120	3	10	270	2	253	2e-85	253	291	89.6907216494845
gnl|RZaadb|396|WP_004675681.1	gnl|ECaadb|3112	54.29	315	126	3	143	452	119	420	3e-82	257	463	66.9546436285097
gnl|RZaadb|400|WP_004675748.1	gnl|ECaadb|1892	35.22	318	196	5	68	384	80	388	1e-39	143	396	80.0505050505051
gnl|RZaadb|401|WP_004675751.1	gnl|ECaadb|3171	40.4	297	176	1	1	297	1	296	7e-71	218	303	98.019801980198
gnl|RZaadb|410|WP_004675831.1	gnl|ECaadb|2717	52.65	283	132	2	2	282	9	291	3e-102	297	285	98.5964912280702
gnl|RZaadb|415|WP_004675925.1	gnl|ECaadb|3248	52.96	253	119	0	19	271	6	258	2e-97	284	277	91.3357400722022
gnl|RZaadb|420|WP_004675947.1	gnl|ECaadb|1506	37.88	132	71	3	1	127	1	126	1e-26	94.4	146	86.986301369863
gnl|RZaadb|440|WP_004676172.1	gnl|ECaadb|2875	64.63	82	28	1	1	81	1	82	2e-35	112	89	91.0112359550562
gnl|RZaadb|441|WP_004676182.1	gnl|ECaadb|3191	59.94	337	132	1	1	334	1	337	8e-153	429	334	100
gnl|RZaadb|442|WP_004676185.1	gnl|ECaadb|3188	62.46	317	114	2	5	317	12	327	2e-138	392	317	98.7381703470031
gnl|RZaadb|443|WP_004676193.1	gnl|ECaadb|2450	71.74	322	90	1	15	336	6	326	5e-164	459	362	88.9502762430939
gnl|RZaadb|445|WP_004676212.1	gnl|ECaadb|2969	45.71	210	105	5	1	205	1	206	6e-50	158	205	100
gnl|RZaadb|449|WP_004676256.1	gnl|ECaadb|2262	47.06	238	122	2	1	238	1	234	1e-72	219	254	93.7007874015748
gnl|RZaadb|461|WP_004676719.1	gnl|ECaadb|426	46.08	102	54	1	6	107	9	109	1e-21	79.3	107	95.3271028037383
gnl|RZaadb|462|WP_004676724.1	gnl|ECaadb|427	40.1	197	117	1	6	201	3	199	3e-41	135	201	97.5124378109453
gnl|RZaadb|466|WP_004676875.1	gnl|ECaadb|700	46.32	231	104	4	20	242	16	234	1e-59	185	242	92.1487603305785
gnl|RZaadb|472|WP_004677031.1	gnl|ECaadb|788	42.51	207	107	4	2	197	3	208	2e-31	112	257	76.2645914396887
gnl|RZaadb|474|WP_004677057.1	gnl|ECaadb|48	45.3	117	64	0	11	127	9	125	1e-33	111	130	90
gnl|RZaadb|479|WP_004677184.1	gnl|ECaadb|3647	35	180	106	4	14	189	3	175	3e-26	96.7	197	89.3401015228426
gnl|RZaadb|481|WP_004677216.1	gnl|ECaadb|72	44.58	166	83	4	26	190	5	162	9e-39	127	190	86.8421052631579
gnl|RZaadb|482|WP_004677232.1	gnl|ECaadb|3721	33.65	318	153	7	21	288	17	326	5e-46	156	322	83.2298136645963
gnl|RZaadb|483|WP_004677233.1	gnl|ECaadb|3720	36.16	271	163	3	83	353	98	358	1e-49	169	361	75.0692520775623
gnl|RZaadb|491|WP_004677360.1	gnl|ECaadb|2431	45.83	72	39	0	1	72	1	72	8e-23	80.1	73	98.6301369863014
gnl|RZaadb|505|WP_004677699.1	gnl|ECaadb|2773	57.93	416	148	5	271	684	222	612	4e-149	444	685	60.4379562043796
gnl|RZaadb|505|WP_004677699.1	gnl|ECaadb|2773	34.27	178	102	3	31	208	9	171	6e-18	84.7	685	25.985401459854
gnl|RZaadb|515|WP_004677801.1	gnl|ECaadb|2902	37.04	486	265	14	4	472	5	466	2e-78	249	484	96.900826446281
gnl|RZaadb|522|WP_004678022.1	gnl|ECaadb|1319	64.22	232	83	0	33	264	31	262	2e-58	184	270	85.9259259259259
gnl|RZaadb|524|WP_004678031.1	gnl|ECaadb|3737	32.03	256	164	4	1	253	1	249	5e-42	141	270	93.7037037037037
gnl|RZaadb|528|WP_004678102.1	gnl|ECaadb|1131	54.69	192	86	1	1	192	1	191	1e-72	215	200	96
gnl|RZaadb|530|WP_004678111.1	gnl|ECaadb|2425	51.19	84	40	1	13	95	14	97	3e-21	78.2	105	79.0476190476191
gnl|RZaadb|532|WP_004678124.1	gnl|ECaadb|1134	40	530	290	10	2	510	3	525	8e-131	389	526	96.7680608365019
gnl|RZaadb|533|WP_004678125.1	gnl|ECaadb|1135	50.49	305	151	0	1	305	1	305	2e-109	317	307	99.3485342019544
gnl|RZaadb|534|WP_004678127.1	gnl|ECaadb|1136	55.16	281	126	0	25	305	22	302	2e-86	258	305	92.1311475409836
gnl|RZaadb|535|WP_004678129.1	gnl|ECaadb|4122	51.06	329	157	2	4	332	13	337	1e-121	350	335	98.2089552238806
gnl|RZaadb|541|WP_004678349.1	gnl|ECaadb|775	39.73	224	124	2	55	267	13	236	6e-50	161	268	79.4776119402985
gnl|RZaadb|544|WP_004678370.1	gnl|ECaadb|3152	41.27	63	37	0	8	70	9	71	2e-11	53.1	107	58.8785046728972
gnl|RZaadb|545|WP_004678404.1	gnl|ECaadb|403	52.32	151	71	1	1	150	2	152	9e-51	157	162	92.5925925925926
gnl|RZaadb|546|WP_004678436.1	gnl|ECaadb|119	42.17	230	133	0	5	234	8	237	4e-61	190	253	90.9090909090909
gnl|RZaadb|548|WP_004678499.1	gnl|ECaadb|442	44.88	127	69	1	1	126	1	127	8e-30	102	129	97.6744186046512
gnl|RZaadb|551|WP_004678523.1	gnl|ECaadb|1551	40.86	93	52	2	8	99	7	97	1e-21	79	99	92.9292929292929
gnl|RZaadb|557|WP_004678616.1	gnl|ECaadb|161	47.88	236	123	0	4	239	6	241	1e-66	203	240	98.3333333333333
gnl|RZaadb|558|WP_004678618.1	gnl|ECaadb|162	46.93	179	95	0	8	186	7	185	2e-54	168	186	96.2365591397849
gnl|RZaadb|559|WP_004678630.1	gnl|ECaadb|170	45.39	152	79	2	6	155	2	151	6e-43	137	155	96.7741935483871
gnl|RZaadb|560|WP_004678636.1	gnl|ECaadb|642	69.3	430	128	4	1	429	1	427	0	625	429	100
gnl|RZaadb|561|WP_004678645.1	gnl|ECaadb|2525	63.95	430	149	3	1	424	1	430	0	519	424	100
gnl|RZaadb|563|WP_004678734.1	gnl|ECaadb|3644	37.58	149	87	3	2	146	3	149	3e-26	94	148	97.972972972973
gnl|RZaadb|570|WP_004678834.1	gnl|ECaadb|392	31.53	444	285	6	1	441	1	428	2e-60	201	495	89.0909090909091
gnl|RZaadb|580|WP_004679254.1	gnl|ECaadb|646	51.71	234	107	4	29	257	4	236	3e-86	254	259	88.4169884169884
gnl|RZaadb|581|WP_004679370.1	gnl|ECaadb|472	61.69	154	59	0	7	160	10	163	1e-53	165	164	93.9024390243902
gnl|RZaadb|588|WP_004679586.1	gnl|ECaadb|3278	49.28	69	34	1	1	69	1	68	3e-16	64.3	99	69.6969696969697
gnl|RZaadb|592|WP_004679676.1	gnl|ECaadb|3600	37.01	127	76	2	5	130	23	146	1e-16	69.3	132	95.4545454545455
gnl|RZaadb|595|WP_004679731.1	gnl|ECaadb|385	52.27	88	41	1	30	117	16	102	9e-29	98.6	133	66.1654135338346
gnl|RZaadb|596|WP_004679733.1	gnl|ECaadb|386	59.36	187	75	1	20	205	18	204	1e-78	231	206	90.2912621359223
gnl|RZaadb|603|WP_004679829.1	gnl|ECaadb|3053	39.83	349	190	1	5	353	3	331	3e-85	258	354	98.5875706214689
gnl|RZaadb|606|WP_004679840.1	gnl|ECaadb|598	48.46	324	157	4	19	337	4	322	7e-90	270	350	91.1428571428571
gnl|RZaadb|609|WP_004680013.1	gnl|ECaadb|394	70.84	415	118	3	12	423	9	423	0	561	425	96.9411764705882
gnl|RZaadb|618|WP_004680123.1	gnl|ECaadb|424	53.18	173	81	0	8	180	11	183	2e-65	196	180	96.1111111111111
gnl|RZaadb|619|WP_004680140.1	gnl|ECaadb|1103	53.85	312	141	3	1	310	4	314	2e-111	323	310	100
gnl|RZaadb|624|WP_004680168.1	gnl|ECaadb|3072	35.97	278	160	9	191	457	169	439	1e-36	137	458	58.296943231441
gnl|RZaadb|625|WP_004680211.1	gnl|ECaadb|1960	43.15	146	77	3	30	172	47	189	2e-31	111	204	70.0980392156863
gnl|RZaadb|626|WP_004680212.1	gnl|ECaadb|1845	43.96	91	49	1	30	120	17	105	5e-22	84.3	150	60.6666666666667
gnl|RZaadb|627|WP_004680213.1	gnl|ECaadb|1127	35.71	280	160	4	48	309	16	293	5e-55	178	320	81.875
gnl|RZaadb|631|WP_004680234.1	gnl|ECaadb|3772	65.65	294	101	0	1	294	1	294	3e-106	310	322	91.304347826087
gnl|RZaadb|642|WP_004680351.1	gnl|ECaadb|4182	33.67	300	196	2	2	301	4	300	1e-53	176	332	90.3614457831325
gnl|RZaadb|645|WP_004680421.1	gnl|ECaadb|1926	56.17	235	102	1	150	383	122	356	1e-79	247	394	59.3908629441624
gnl|RZaadb|646|WP_004680422.1	gnl|ECaadb|4201	42.18	614	351	2	20	632	12	622	2e-150	445	632	96.9936708860759
gnl|RZaadb|655|WP_004680498.1	gnl|ECaadb|3748	58.82	68	28	0	13	80	4	71	4e-24	84	82	82.9268292682927
gnl|RZaadb|656|WP_004680499.1	gnl|ECaadb|3746	40.66	91	53	1	1	91	1	90	4e-19	75.1	152	59.8684210526316
