qName	sName	peri	alilen	numMM	nnGP	qSS	qSE	sSS	sSE	Evalue	bitScore	qlen	coveragePercent
gnl|ECaadb|3333|NP_418157.1	gnl|RZaadb|1060	33.33	474	288	9	5	455	40	508	2e-72	235	467	96.5738758029979
gnl|ECaadb|3381|NP_418209.1	gnl|RZaadb|5778	33.87	310	193	6	1	305	4	306	2e-50	168	330	92.4242424242424
gnl|ECaadb|3444|NP_418304.1	gnl|RZaadb|1274	44.21	475	248	6	6	468	5	474	1e-124	369	469	98.7206823027718
gnl|ECaadb|3458|NP_418320.2	gnl|RZaadb|3897	36.73	245	155	0	11	255	6	250	5e-58	183	261	93.8697318007663
gnl|ECaadb|3485|NP_418348.1	gnl|RZaadb|4796	48.46	227	112	2	1	226	1	223	4e-60	186	232	97.4137931034483
gnl|ECaadb|3505|NP_418369.1	gnl|RZaadb|5131	36.98	338	210	3	5	341	2	337	1e-63	203	341	98.8269794721408
gnl|ECaadb|3530|NP_418396.1	gnl|RZaadb|3649	39.93	293	168	3	1	290	4	291	4e-60	191	305	95.0819672131148
gnl|ECaadb|3559|NP_418428.1	gnl|RZaadb|17	48.31	89	46	0	1	89	1	89	8e-27	91.7	90	98.8888888888889
gnl|ECaadb|3617|NP_418487.1	gnl|RZaadb|1540	67.83	143	46	0	11	153	12	154	2e-60	182	154	92.8571428571429
gnl|ECaadb|3663|NP_418537.1	gnl|RZaadb|4025	44.04	218	120	1	1	216	1	218	1e-50	161	222	97.2972972972973
gnl|ECaadb|3724|NP_418599.1	gnl|RZaadb|995	40.97	144	78	4	1	139	1	142	3e-29	102	141	98.5815602836879
gnl|ECaadb|3733|NP_418608.6	gnl|RZaadb|2614	46.41	446	232	4	9	449	14	457	7e-119	359	541	81.5157116451017
gnl|ECaadb|3737|NP_418612.1	gnl|RZaadb|524	32.03	256	164	4	1	249	1	253	6e-42	141	251	99.203187250996
gnl|ECaadb|3911|NP_418813.1	gnl|RZaadb|5135	31.38	290	167	10	12	288	8	278	7e-27	103	289	95.8477508650519
gnl|ECaadb|4182|YP_026222.1	gnl|RZaadb|642	33.66	303	192	3	4	300	2	301	7e-52	172	331	89.7280966767372
gnl|ECaadb|4265|YP_588458.1	gnl|RZaadb|4511	61.36	88	30	1	1	84	1	88	1e-36	116	84	100
