RPHASCH2410_RS30600	alpha-L-fucosidase	WP_016736895.1
RPHASCH2410_RS30605	LacI family transcriptional regulator	WP_016736894.1
RPHASCH2410_RS30610	peptide ABC transporter	WP_016736893.1
RPHASCH2410_RS30615	ABC transporter permease	WP_016736892.1
RPHASCH2410_RS30620	ABC transporter permease	WP_016736891.1
RPHASCH2410_RS30625	ABC transporter ATP-binding protein	WP_039752298.1
RPHASCH2410_RS30630	ABC transporter ATP-binding protein	WP_039752296.1
RPHASCH2410_RS30635	inositol utilization protein	WP_016736890.1
RPHASCH2410_RS30640	glycosyl hydrolase	WP_016736889.1
RPHASCH2410_RS30645	xylose isomerase	WP_016736888.1
RPHASCH2410_RS30650	2-hydroxyacid dehydrogenase	WP_016736887.1
RPHASCH2410_RS30655	mandelate racemase	WP_016736886.1
RPHASCH2410_RS30660	AcrB/AcrD/AcrF family protein	WP_016736885.1
RPHASCH2410_RS30665	efflux RND transporter periplasmic adaptor	WP_029532066.1
RPHASCH2410_RS30670	DNA-binding response regulator	WP_016736883.1
RPHASCH2410_RS30675	HAMP domain-containing protein	WP_029532064.1
RPHASCH2410_RS30680	nodulation protein NodT	WP_016736881.1
RPHASCH2410_RS30685	CoA ester lyase	WP_016736880.1
RPHASCH2410_RS30690	MaoC family dehydratase	WP_016736879.1
RPHASCH2410_RS30695	ATP-grasp domain-containing protein	WP_016736878.1
RPHASCH2410_RS30700	acetyl-CoA carboxylase subunit beta	WP_016736877.1
RPHASCH2410_RS30705	isovaleryl-CoA dehydrogenase	WP_016736876.1
RPHASCH2410_RS30710	AraC family transcriptional regulator	WP_016736875.1
RPHASCH2410_RS30715	3-hydroxyacyl-CoA dehydrogenase	WP_016736874.1
RPHASCH2410_RS30720	acetyl-CoA C-acyltransferase	WP_016736873.1
RPHASCH2410_RS30725	acyl-CoA dehydrogenase	WP_016736872.1
RPHASCH2410_RS30730	3-methyl-2-oxobutanoate dehydrogenase	WP_016736871.1
RPHASCH2410_RS30735	alpha-ketoacid dehydrogenase subunit beta	WP_029532061.1
RPHASCH2410_RS30740	2-oxo acid dehydrogenase subunit E2	WP_016736869.1
RPHASCH2410_RS30745	dihydrolipoyl dehydrogenase	WP_016736868.1
RPHASCH2410_RS30750	membrane protein	WP_004677572.1
RPHASCH2410_RS30755	nodulation protein NfeD	WP_029532059.1
RPHASCH2410_RS33675	hypothetical protein	
RPHASCH2410_RS30765	tetratricopeptide repeat protein	WP_029532055.1
RPHASCH2410_RS30770	hypothetical protein	WP_016736864.1
RPHASCH2410_RS30775	ATPase AAA	WP_016736863.1
RPHASCH2410_RS30780	type II secretion system F family protein	WP_016736862.1
RPHASCH2410_RS30785	pilus assembly protein TadB	WP_016736861.1
RPHASCH2410_RS30790	CpaF family protein	WP_020465412.1
RPHASCH2410_RS30795	L,D-transpeptidase	WP_016736859.1
RPHASCH2410_RS30800	pilus assembly protein	WP_016736858.1
RPHASCH2410_RS30805	pilus assembly protein	WP_016736857.1
RPHASCH2410_RS30810	pilus biosynthesis protein TadE	WP_016736856.1
RPHASCH2410_RS30815	pilus assembly protein	WP_016736855.1
RPHASCH2410_RS30820	hypothetical protein	WP_016736854.1
RPHASCH2410_RS30825	pilus assembly protein CpaC	WP_029532053.1
RPHASCH2410_RS30830	Flp pilus assembly protein CpaB	WP_016736852.1
RPHASCH2410_RS30835	hypothetical protein	WP_016736851.1
RPHASCH2410_RS30840	pilus assembly protein CpaA	WP_029532051.1
RPHASCH2410_RS30845	sensory histidine kinase	
RPHASCH2410_RS30850	hypothetical protein	WP_016736849.1
RPHASCH2410_RS30855	guanylyl cyclase	WP_016736848.1
RPHASCH2410_RS30860	gluconolaconase	WP_080956223.1
RPHASCH2410_RS30865	VOC family protein	WP_016736846.1
RPHASCH2410_RS30870	ABC transporter ATP-binding protein	WP_029532047.1
RPHASCH2410_RS30875	ABC transporter ATP-binding protein	WP_029532045.1
RPHASCH2410_RS30880	ABC transporter permease	WP_016736845.1
RPHASCH2410_RS30885	ABC transporter permease	WP_016736844.1
RPHASCH2410_RS30890	ABC transporter substrate-binding protein	WP_039752308.1
RPHASCH2410_RS30895	IclR family transcriptional regulator	WP_016736842.1
RPHASCH2410_RS30900	hypothetical protein	WP_029532041.1
RPHASCH2410_RS30905	sn-glycerol-3-phosphate ABC transporter	WP_016736839.1
RPHASCH2410_RS30910	sn-glycerol-3-phosphate ABC transporter permease	WP_016736838.1
RPHASCH2410_RS30915	sn-glycerol-3-phosphate ABC transporter permease	WP_016736837.1
RPHASCH2410_RS30920	sn-glycerol-3-phosphate import ATP-binding	WP_016736836.1
RPHASCH2410_RS30925	glycerophosphoryl diester phosphodiesterase	WP_016736835.1
RPHASCH2410_RS30930	DeoR/GlpR transcriptional regulator	WP_016736834.1
RPHASCH2410_RS30935	hydrolase	WP_016736833.1
RPHASCH2410_RS30940	ABC transporter permease	WP_016736832.1
RPHASCH2410_RS30945	ABC transporter permease	WP_016736831.1
RPHASCH2410_RS30950	ABC transporter ATP-binding protein	WP_016736830.1
RPHASCH2410_RS30955	BMP family ABC transporter substrate-binding	WP_016736829.1
RPHASCH2410_RS30960	amidohydrolase	WP_016736828.1
RPHASCH2410_RS30965	glutathione S-transferase family protein	WP_016736827.1
RPHASCH2410_RS30970	aromatic ring-hydroxylating dioxygenase subunit	WP_010024168.1
RPHASCH2410_RS30975	oxidoreductase	WP_029532040.1
RPHASCH2410_RS30980	acylphosphatase	WP_029532039.1
RPHASCH2410_RS30985	hypothetical protein	WP_016736826.1
RPHASCH2410_RS30990	IS30 family transposase	
RPHASCH2410_RS30995	LacI family DNA-binding transcriptional	WP_016736825.1
RPHASCH2410_RS31000	sugar ABC transporter substrate-binding protein	WP_016736824.1
RPHASCH2410_RS31005	sugar ABC transporter permease	WP_029532038.1
RPHASCH2410_RS31010	carbohydrate ABC transporter permease	WP_016736822.1
RPHASCH2410_RS31015	sn-glycerol-3-phosphate ABC transporter	WP_016736821.1
RPHASCH2410_RS31020	fructotransferase	WP_016736820.1
RPHASCH2410_RS31025	beta-fructofuranosidase	WP_016736819.1
RPHASCH2410_RS31030	type II toxin-antitoxin system RelE/ParE family	WP_016736817.1
RPHASCH2410_RS31035	type II toxin-antitoxin system ParD family	WP_029532034.1
RPHASCH2410_RS31040	FAD-dependent oxidoreductase	WP_016736815.1
RPHASCH2410_RS31045	ABC transporter substrate-binding protein	
RPHASCH2410_RS31050	GlxA family transcriptional regulator	WP_016736814.1
RPHASCH2410_RS31055	GntR family transcriptional regulator	WP_029532032.1
RPHASCH2410_RS31060	ABC transporter substrate-binding protein	WP_029532030.1
RPHASCH2410_RS31065	ABC transporter ATP-binding protein	WP_016736811.1
RPHASCH2410_RS31070	ABC transporter permease	WP_004677491.1
RPHASCH2410_RS31075	dihydroxy-acid dehydratase	WP_029532026.1
RPHASCH2410_RS31080	ribonuclease activity regulator RraA	WP_016736809.1
RPHASCH2410_RS31085	DNA-binding response regulator	WP_029532024.1
RPHASCH2410_RS31090	sensor histidine kinase	WP_004674649.1
RPHASCH2410_RS31095	ABC transporter substrate-binding protein	WP_029532022.1
RPHASCH2410_RS31100	sugar ABC transporter ATP-binding protein	WP_016736806.1
RPHASCH2410_RS31105	ABC transporter permease	WP_004674652.1
RPHASCH2410_RS31110	ABC transporter permease	WP_016736805.1
RPHASCH2410_RS31115	SMP-30/gluconolactonase/LRE family protein	WP_016736804.1
RPHASCH2410_RS31120	pyridoxamine 5'-phosphate oxidase	WP_029532020.1
RPHASCH2410_RS31125	threonine transporter RhtB	WP_029532018.1
RPHASCH2410_RS31130	hypothetical protein	WP_016736801.1
RPHASCH2410_RS31135	hypothetical protein	WP_016736800.1
RPHASCH2410_RS31140	5-aminolevulinate synthase	WP_046977261.1
RPHASCH2410_RS31145	CBS domain-containing protein	WP_029532014.1
RPHASCH2410_RS31150	c-type cytochrome biogenesis protein CcmF	
RPHASCH2410_RS31155	cytochrome c maturation protein CcmE	WP_046977251.1
RPHASCH2410_RS31160	c-type cytochrome biogenesis protein CcmI	WP_016737119.1
RPHASCH2410_RS31165	Crp/Fnr family transcriptional regulator	WP_016737118.1
RPHASCH2410_RS31170	cbb3-type cytochrome oxidase assembly protein	WP_011428803.1
RPHASCH2410_RS31175	cadmium-translocating P-type ATPase	WP_016737117.1
RPHASCH2410_RS31180	cation transporter	WP_016737116.1
RPHASCH2410_RS31185	cytochrome c oxidase accessory protein CcoG	WP_016737115.1
RPHASCH2410_RS31190	hypothetical protein	WP_016737114.1
RPHASCH2410_RS31195	cytochrome-c oxidase, cbb3-type subunit III	WP_016737113.1
RPHASCH2410_RS31200	CcoQ/FixQ family Cbb3-type cytochrome c oxidase	WP_016737112.1
RPHASCH2410_RS31205	cytochrome-c oxidase, cbb3-type subunit II	WP_016737111.1
RPHASCH2410_RS31210	cytochrome-c oxidase, cbb3-type subunit I	WP_046977252.1
RPHASCH2410_RS31215	nitrogen fixation transcriptional regulator	WP_016737109.1
RPHASCH2410_RS31220	hybrid sensor histidine kinase/response	WP_029532142.1
RPHASCH2410_RS31225	pseudoazurin	WP_016737107.1
RPHASCH2410_RS31230	DUF1775 domain-containing protein	WP_029532141.1
RPHASCH2410_RS31235	copper-binding protein	WP_016737105.1
RPHASCH2410_RS31240	NUDIX domain-containing protein	WP_016737104.1
RPHASCH2410_RS31245	hydroxamate siderophore iron reductase FhuF	WP_046977262.1
RPHASCH2410_RS31250	nitric oxide reductase	WP_016737101.1
RPHASCH2410_RS31255	hypothetical protein	WP_016737100.1
RPHASCH2410_RS31260	cytochrome c	WP_016737099.1
RPHASCH2410_RS31265	nitric oxide reductase	WP_016737098.1
RPHASCH2410_RS31270	CbbQ/NirQ/NorQ/GpvN family protein	WP_016737097.1
RPHASCH2410_RS31275	VWA domain-containing protein	WP_016737096.1
RPHASCH2410_RS31280	oxygen-independent coproporphyrinogen III	WP_046977253.1
RPHASCH2410_RS31285	DUF2249 domain-containing protein	WP_016737094.1
RPHASCH2410_RS31290	hypothetical protein	WP_016737093.1
RPHASCH2410_RS31295	DUF2249 domain-containing protein	WP_016737092.1
RPHASCH2410_RS31300	DUF59 domain-containing protein	WP_016737091.1
RPHASCH2410_RS31305	short-chain dehydrogenase	WP_016737090.1
RPHASCH2410_RS31310	nitrite reductase, copper-containing	WP_016737089.1
RPHASCH2410_RS31315	nitrate reductase	WP_016737088.1
RPHASCH2410_RS31320	Crp/Fnr family transcriptional regulator	WP_029532140.1
RPHASCH2410_RS31325	NnrU family protein	WP_016737086.1
RPHASCH2410_RS31330	hypothetical protein	WP_016737085.1
RPHASCH2410_RS31335	DNA-binding response regulator	WP_010014366.1
RPHASCH2410_RS31340	ribokinase	WP_016737084.1
RPHASCH2410_RS31345	fucose-binding protein	WP_016737083.1
RPHASCH2410_RS31350	LacI family transcriptional regulator	WP_029532139.1
RPHASCH2410_RS31355	carbohydrate ABC transporter permease	WP_010016978.1
RPHASCH2410_RS31360	sugar ABC transporter permease	WP_016737081.1
RPHASCH2410_RS31365	sugar ABC transporter substrate-binding protein	WP_016737080.1
RPHASCH2410_RS31370	ABC transporter ATP-binding protein	WP_016737079.1
RPHASCH2410_RS31375	zinc-binding alcohol dehydrogenase family	WP_029532138.1
RPHASCH2410_RS31380	alcohol dehydrogenase AdhP	WP_016737077.1
RPHASCH2410_RS31385	CBS domain-containing protein	WP_016737076.1
RPHASCH2410_RS31390	ABC transporter ATP-binding protein	WP_016737075.1
RPHASCH2410_RS31395	universal stress protein	WP_016737074.1
RPHASCH2410_RS31400	hypothetical protein	WP_046977254.1
RPHASCH2410_RS31405	molecular chaperone DnaK	WP_016737073.1
RPHASCH2410_RS31410	heavy metal translocating P-type ATPase	WP_016737072.1
RPHASCH2410_RS31415	pyridoxamine 5'-phosphate oxidase family	WP_029532131.1
RPHASCH2410_RS31420	universal stress protein	WP_029532130.1
RPHASCH2410_RS31425	hypothetical protein	WP_010014965.1
RPHASCH2410_RS31430	DUF4010 domain-containing protein	WP_016737070.1
RPHASCH2410_RS31435	hypothetical protein	WP_010001356.1
RPHASCH2410_RS31440	cysteine hydrolase	WP_011427742.1
RPHASCH2410_RS31445	bifunctional diguanylate	WP_016737069.1
RPHASCH2410_RS31450	amino acid ABC transporter	WP_029532129.1
RPHASCH2410_RS31455	formaldehyde dehydrogenase,	WP_004674667.1
RPHASCH2410_RS33680	hypothetical protein	WP_080956224.1
RPHASCH2410_RS31460	hypothetical protein	WP_004674668.1
RPHASCH2410_RS31465	EamA family transporter	WP_016737066.1
RPHASCH2410_RS31470	LysR family transcriptional regulator	WP_016737065.1
RPHASCH2410_RS31475	GlxA family transcriptional regulator	WP_016737064.1
RPHASCH2410_RS31480	3-keto-5-aminohexanoate cleavage protein	WP_029532127.1
RPHASCH2410_RS31485	carnitine 3-dehydrogenase	WP_016737062.1
RPHASCH2410_RS31490	acyl-CoA dehydrogenase	WP_016737061.1
RPHASCH2410_RS31495	CoA-binding protein	WP_029532125.1
RPHASCH2410_RS31500	crotonobetainyl-CoA hydratase	WP_029532123.1
RPHASCH2410_RS31505	peptide ABC transporter substrate-binding	WP_016737058.1
RPHASCH2410_RS31510	ABC transporter permease	WP_046977255.1
RPHASCH2410_RS31515	ABC transporter permease	WP_016737056.1
RPHASCH2410_RS31520	ABC transporter ATP-binding protein	WP_016737055.1
RPHASCH2410_RS31525	XRE family transcriptional regulator	WP_016737054.1
RPHASCH2410_RS31530	peptide ABC transporter substrate-binding	WP_016737053.1
RPHASCH2410_RS31535	peptidase	WP_016737052.1
RPHASCH2410_RS31540	alpha/beta hydrolase	WP_016737051.1
RPHASCH2410_RS31545	RNA polymerase sigma factor	WP_004674685.1
RPHASCH2410_RS31550	DUF3520 domain-containing protein	WP_029532121.1
RPHASCH2410_RS31555	SMP-30/gluconolactonase/LRE family protein	WP_016737048.1
RPHASCH2410_RS31560	LacI family DNA-binding transcriptional	WP_016737047.1
RPHASCH2410_RS31565	L-idonate 5-dehydrogenase	WP_016737046.1
RPHASCH2410_RS31570	2-hydroxyacid dehydrogenase	WP_016737045.1
RPHASCH2410_RS31575	KR domain-containing protein	WP_016737044.1
RPHASCH2410_RS31580	gluconokinase	WP_016737043.1
RPHASCH2410_RS31585	NAD(P)-dependent oxidoreductase	WP_016737042.1
RPHASCH2410_RS31590	sugar ABC transporter ATP-binding protein	WP_016737041.1
RPHASCH2410_RS31595	ABC transporter permease	WP_016737040.1
RPHASCH2410_RS31600	hypothetical protein	WP_029532119.1
RPHASCH2410_RS31605	hypothetical protein	WP_016737038.1
RPHASCH2410_RS31610	GGDEF domain-containing protein	
RPHASCH2410_RS31615	methyl-accepting chemotaxis protein	WP_016737037.1
RPHASCH2410_RS31620	sodium:solute symporter family protein	WP_004670778.1
RPHASCH2410_RS31625	DUF3311 domain-containing protein	WP_003591841.1
RPHASCH2410_RS31630	DNA-binding response regulator	WP_016737036.1
RPHASCH2410_RS31635	histidine kinase	WP_046977256.1
RPHASCH2410_RS31640	Lrp/AsnC family transcriptional regulator	WP_016737033.1
RPHASCH2410_RS31645	histidine/lysine/arginine/ornithine ABC	WP_004670792.1
RPHASCH2410_RS31650	amino acid ABC transporter	WP_016737032.1
RPHASCH2410_RS31655	ABC transporter permease	WP_016737031.1
RPHASCH2410_RS31660	ABC transporter permease	WP_016737030.1
RPHASCH2410_RS31665	homocysteine S-methyltransferase	WP_016737029.1
RPHASCH2410_RS31670	MarR family transcriptional regulator	WP_016737028.1
RPHASCH2410_RS31675	CBS domain-containing protein	WP_016737027.1
RPHASCH2410_RS31680	ABC transporter ATP-binding protein	WP_029532112.1
RPHASCH2410_RS31685	ABC transporter substrate-binding protein	WP_016737025.1
RPHASCH2410_RS31690	ABC transporter permease	WP_016737024.1
RPHASCH2410_RS31695	FMN-dependent monooxygenase	WP_016737023.1
RPHASCH2410_RS31700	IclR family transcriptional regulator	WP_004670822.1
RPHASCH2410_RS31705	ABC transporter substrate-binding protein	WP_029532110.1
RPHASCH2410_RS31710	sugar ABC transporter ATP-binding protein	WP_016737021.1
RPHASCH2410_RS31715	ABC transporter permease	WP_016737020.1
RPHASCH2410_RS31720	ABC transporter permease	WP_016737019.1
RPHASCH2410_RS31725	hydrolase	WP_016737018.1
RPHASCH2410_RS31730	amino acid deaminase	WP_016737017.1
RPHASCH2410_RS31735	RidA family protein	WP_016737016.1
RPHASCH2410_RS31740	deacylase	WP_016737015.1
RPHASCH2410_RS31745	hypothetical protein	WP_016737014.1
RPHASCH2410_RS31750	sugar phosphate isomerase/epimerase	WP_016737013.1
RPHASCH2410_RS31755	gfo/Idh/MocA family oxidoreductase	WP_016737012.1
RPHASCH2410_RS31760	inositol 2-dehydrogenase	WP_016737011.1
RPHASCH2410_RS31765	protein iolH	
RPHASCH2410_RS31770	sugar ABC transporter ATP-binding protein	WP_016737009.1
RPHASCH2410_RS31775	ABC transporter permease	WP_016737008.1
RPHASCH2410_RS31780	ABC transporter permease	WP_016737007.1
RPHASCH2410_RS31785	sugar ABC transporter substrate-binding protein	WP_016737006.1
RPHASCH2410_RS31790	LacI family DNA-binding transcriptional	WP_016737005.1
RPHASCH2410_RS31795	4-carboxy-4-hydroxy-2-oxoadipate	WP_016737004.1
RPHASCH2410_RS31800	ABC transporter	WP_016737003.1
RPHASCH2410_RS31805	amino acid ABC transporter ATP-binding protein	WP_016737002.1
RPHASCH2410_RS31810	amino acid ABC transporter permease	WP_016737001.1
RPHASCH2410_RS31815	amino acid ABC transporter permease	WP_016737000.1
RPHASCH2410_RS31820	SDR family NAD(P)-dependent oxidoreductase	WP_016736999.1
RPHASCH2410_RS31825	LysR family transcriptional regulator	WP_016736998.1
RPHASCH2410_RS31830	pyridoxal phosphate-dependent aminotransferase	WP_029532102.1
RPHASCH2410_RS31835	LamB/YcsF family protein	WP_016736996.1
RPHASCH2410_RS31840	hypothetical protein	WP_016736995.1
RPHASCH2410_RS31845	allophanate hydrolase	WP_016736994.1
RPHASCH2410_RS31850	biotin carboxyl carrier protein	WP_016736993.1
RPHASCH2410_RS31855	acetyl-CoA carboxylase biotin carboxylase	WP_016736992.1
RPHASCH2410_RS31860	acetyl-CoA carboxylase biotin carboxyl carrier	WP_016736991.1
RPHASCH2410_RS31865	ribbon-helix-helix protein, CopG family	WP_016736990.1
RPHASCH2410_RS31870	LacI family transcriptional regulator	WP_016736989.1
RPHASCH2410_RS31875	inositol degradation protein	WP_016736988.1
RPHASCH2410_RS31880	carbohydrate ABC transporter substrate-binding	WP_016736987.1
RPHASCH2410_RS31885	sugar ABC transporter permease	WP_016736986.1
RPHASCH2410_RS31890	carbohydrate ABC transporter permease	WP_016736985.1
RPHASCH2410_RS31895	ABC transporter ATP-binding protein	WP_016736984.1
RPHASCH2410_RS31900	GMC family oxidoreductase	WP_016736983.1
RPHASCH2410_RS31905	polyphosphate kinase 2	WP_016736982.1
RPHASCH2410_RS31910	oxidoreductase	WP_016736981.1
RPHASCH2410_RS31915	LysR family transcriptional regulator	WP_029532101.1
RPHASCH2410_RS31920	general stress protein	WP_016736979.1
RPHASCH2410_RS31925	alpha-ketoglutarate-dependent dioxygenase AlkB	WP_016736978.1
RPHASCH2410_RS31930	hypothetical protein	WP_016736977.1
RPHASCH2410_RS31935	30S ribosomal protein S21	WP_004670929.1
RPHASCH2410_RS31940	autoaggregation protein	WP_016736976.1
RPHASCH2410_RS31945	hypothetical protein	WP_016736975.1
RPHASCH2410_RS33685	hypothetical protein	WP_080574717.1
RPHASCH2410_RS31950	DUF4173 domain-containing protein	WP_016736974.1
RPHASCH2410_RS31955	DNA-binding response regulator	WP_016736973.1
RPHASCH2410_RS31960	sensor histidine kinase	WP_016736972.1
RPHASCH2410_RS31965	TetR/AcrR family transcriptional regulator	WP_016736971.1
RPHASCH2410_RS31970	TRAP transporter small permease	WP_016736970.1
RPHASCH2410_RS31975	dehydroascorbate transporter	WP_016736969.1
RPHASCH2410_RS31980	TRAP transporter substrate-binding protein	WP_016736968.1
RPHASCH2410_RS31985	shikimate dehydrogenase	WP_016736967.1
RPHASCH2410_RS31990	sugar phosphate isomerase/epimerase and	WP_016736966.1
RPHASCH2410_RS33690	IS5/IS1182 family transposase	
RPHASCH2410_RS32005	SDR family NAD(P)-dependent oxidoreductase	WP_016736965.1
RPHASCH2410_RS32010	SDR family NAD(P)-dependent oxidoreductase	WP_016736964.1
RPHASCH2410_RS32015	monosaccharide-transporting ATPase	WP_010024303.1
RPHASCH2410_RS32020	sugar ABC transporter ATP-binding protein	WP_016736963.1
RPHASCH2410_RS32025	ABC transporter substrate-binding protein	WP_037147590.1
RPHASCH2410_RS32030	AraC family transcriptional regulator	WP_016736961.1
RPHASCH2410_RS32035	trehalose-phosphatase	WP_016736960.1
RPHASCH2410_RS32040	hypothetical protein	WP_029532088.1
RPHASCH2410_RS32045	plasmid partitioning protein RepA	WP_004676164.1
RPHASCH2410_RS32050	plasmid partitioning protein RepB	WP_016736957.1
RPHASCH2410_RS32055	replication initiation protein	WP_016736956.1
RPHASCH2410_RS21205	potassium-transporting ATPase subunit KdpC	WP_016736657.1
RPHASCH2410_RS21210	K(+)-transporting ATPase subunit B	WP_016736658.1
RPHASCH2410_RS21215	potassium-transporting ATPase subunit KdpA	WP_016736659.1
RPHASCH2410_RS21220	K(+)-transporting ATPase subunit F	WP_003594574.1
RPHASCH2410_RS32730	hypothetical protein	
RPHASCH2410_RS21225	hypothetical protein	WP_016736660.1
RPHASCH2410_RS21230	NAD(P)-dependent alcohol dehydrogenase	WP_016736661.1
RPHASCH2410_RS21235	DedA family protein	WP_016736662.1
RPHASCH2410_RS21240	mercuric reductase	WP_016736663.1
RPHASCH2410_RS21245	membrane protein	WP_016736665.1
RPHASCH2410_RS21250	acyl-CoA dehydrogenase	WP_016736666.1
RPHASCH2410_RS21255	cupin domain-containing protein	WP_003594586.1
RPHASCH2410_RS21260	LysR family transcriptional regulator	WP_029531966.1
RPHASCH2410_RS21265	hypothetical protein	WP_004678064.1
RPHASCH2410_RS21270	ABC transporter permease	WP_004678062.1
RPHASCH2410_RS21275	ABC transporter ATP-binding protein	WP_016736670.1
RPHASCH2410_RS21280	ABC transporter ATP-binding protein	WP_012490599.1
RPHASCH2410_RS21285	branched-chain amino acid ABC transporter	WP_016736671.1
RPHASCH2410_RS21290	branched-chain amino acid ABC transporter	WP_016736672.1
RPHASCH2410_RS21295	choline dehydrogenase	WP_016736673.1
RPHASCH2410_RS21300	3-hydroxyisobutyrate dehydrogenase	WP_016736674.1
RPHASCH2410_RS21305	iron-hydroxamate transporter ATP-binding	WP_012490604.1
RPHASCH2410_RS21310	2-keto-4-pentenoate hydratase	WP_016736675.1
RPHASCH2410_RS21315	carbohydrate kinase	WP_016736676.1
RPHASCH2410_RS21320	L-rhamnose mutarotase	WP_012490607.1
RPHASCH2410_RS21325	ABC transporter permease	WP_016736677.1
RPHASCH2410_RS21330	ABC transporter permease	WP_016736678.1
RPHASCH2410_RS21335	sugar ABC transporter ATP-binding protein	WP_016736679.1
RPHASCH2410_RS21340	rhamnose ABC transporter substrate-binding	WP_011428143.1
RPHASCH2410_RS21345	DeoR/GlpR transcriptional regulator	WP_004678031.1
RPHASCH2410_RS21350	bifunctional rhamnulose-1-phosphate	WP_016736680.1
RPHASCH2410_RS21355	L-rhamnose catabolism isomerase	WP_012490613.1
RPHASCH2410_RS21360	carboxymuconolactone decarboxylase family	WP_004675835.1
RPHASCH2410_RS21365	DNA-directed RNA polymerase sigma-70 factor	WP_016736681.1
RPHASCH2410_RS21370	amidohydrolase/deacetylase family	WP_016736682.1
