tf-gene	ArcA	yejG	S
tf-gene	ArcA	yieE	S
tf-gene	ArcA	yigI	S
tf-gene	ArcA	yjiR	S
tf-gene	ArcA	yncE	S
tf-gene	ArgR	aroK	S
tf-gene	ArgR	aroP	S
tf-gene	ArgR	cvpA	S
tf-gene	ArgR	dacC	S
tf-gene	ArgR	dps	S
tf-gene	ArgR	eutS	S
tf-gene	ArgR	ftsZ	S
tf-gene	ArgR	gltB	S
tf-gene	ArgR	gltP	S
tf-gene	ArgR	hchA	S
tf-gene	ArgR	hisL	S
tf-gene	ArgR	lrp	S
tf-gene	ArgR	mcaS	S
tf-gene	ArgR	mukE	S
tf-gene	ArgR	pfkB	S
tf-gene	ArgR	potF	S
tf-gene	ArgR	puuB	S
tf-gene	ArgR	pyrL	S
tf-gene	ArgR	stpA	S
tf-gene	ArgR	waaA	S
tf-gene	ArgR	yaaU	S
tf-gene	ArgR	ydgI	S
tf-gene	ArgR	yfcC	S
tf-gene	ArgR	yffB	S
tf-gene	ArgR	ykgA	S
tf-gene	ArgR	yraQ	S
tf-gene	BolA	fimH	W
tf-gene	CpxR	acs	S
tf-gene	CpxR	ampH	S
tf-gene	CpxR	appC	W
tf-gene	CpxR	ascF	W
tf-gene	CpxR	astC	W
tf-gene	CpxR	atpB	S
tf-gene	CpxR	atpI	S
tf-gene	CpxR	btsT	S
tf-gene	CpxR	casA	W
tf-gene	CpxR	cbl	W
tf-gene	CpxR	chaA	S
tf-gene	CpxR	chaB	S
tf-gene	CpxR	cspA	W
tf-gene	CpxR	dgt	W
tf-gene	CpxR	dsbG	W
tf-gene	CpxR	eamA	W
tf-gene	CpxR	edd	W
tf-gene	CpxR	epmB	W
tf-gene	CpxR	ettA	W
tf-gene	CpxR	exbB	W
tf-gene	CpxR	fadE	?
tf-gene	CpxR	fadI	W
tf-gene	CpxR	fdnG	S
tf-gene	CpxR	feaR	W
tf-gene	CpxR	fimB	W
tf-gene	CpxR	focA	W
tf-gene	CpxR	frc	W
tf-gene	CpxR	frmB	?
tf-gene	CpxR	galP	W
tf-gene	CpxR	gapC	W
tf-gene	CpxR	glsA	W
tf-gene	CpxR	gmhA	W
tf-gene	CpxR	gpmM	W
tf-gene	CpxR	gstA	W
tf-gene	CpxR	hcp	W
tf-gene	CpxR	inaA	W
tf-gene	CpxR	matA	W
tf-gene	CpxR	metC	W
tf-gene	CpxR	mtn	W
tf-gene	CpxR	nuoA	W
tf-gene	CpxR	pdeB	W
tf-gene	CpxR	plsB	W
tf-gene	CpxR	qmcA	W
tf-gene	CpxR	sdhC	W
tf-gene	CpxR	shoB	S
tf-gene	CpxR	xylE	C
tf-gene	CpxR	yacH	W
tf-gene	CpxR	yddG	S
tf-gene	CpxR	ydeE	W
tf-gene	CpxR	yfaH	W
tf-gene	CpxR	ygjR	W
tf-gene	CpxR	yhdJ	W
tf-gene	CpxR	yhdW	W
tf-gene	CpxR	yibN	W
tf-gene	CpxR	yncE	W
tf-gene	Cra	acnB	W
tf-gene	Cra	fbp	W
tf-gene	Cra	fumD	W
tf-gene	Cra	mdtA	W
tf-gene	Cra	metE	W
tf-gene	Cra	msrB	W
tf-gene	Cra	ppsR	W
tf-gene	Cra	raiA	W
tf-gene	Cra	tmaR	S
tf-gene	Cra	ychE	W
tf-gene	Cra	yeaC	C
tf-gene	CRP	aphA	W
tf-gene	CRP	cycA	C
tf-gene	CRP	elfA	W
tf-gene	CRP	entF	S
tf-gene	CRP	htpG	S
tf-gene	CRP	purH	S
tf-gene	CRP	sfmA	W
tf-gene	CRP	ybgD	W
tf-gene	CRP	yfcV	W
tf-gene	CRP	yraH	W
tf-gene	CueR	rmf	S
tf-gene	CueR	rsd	S
tf-gene	CytR	aphA	W
tf-gene	DicD	dicA	W
tf-gene	DicD	dicB	W
tf-gene	DicD	dicC	W
tf-gene	FimZ	puuB	W
tf-gene	FimZ	puuC	W
tf-gene	FimZ	puuD	W
tf-gene	Fis	tolB	W
tf-gene	Fis	yodD	W
tf-gene	FlhDC	aceB	C
tf-gene	FlhDC	adhE	C
tf-gene	FlhDC	csgC	W
tf-gene	FlhDC	epd	C
tf-gene	FlhDC	fliE	S
tf-gene	FlhDC	fliF	S
tf-gene	FlhDC	fliL	S
tf-gene	FlhDC	fruB	C
tf-gene	FlhDC	iclR	C
tf-gene	FlhDC	nfrB	W
tf-gene	FlhDC	pfkA	S
tf-gene	FlhDC	ptsH	C
tf-gene	FlhDC	setB	C
tf-gene	FNR	adhE	S
tf-gene	FNR	arcA	S
tf-gene	FNR	aroP	S
tf-gene	FNR	bidA	S
tf-gene	FNR	cydA	S
tf-gene	FNR	fdnG	S
tf-gene	FNR	fnr	S
tf-gene	FNR	focA	S
tf-gene	FNR	garD	S
tf-gene	FNR	grcA	S
tf-gene	FNR	katG	S
tf-gene	FNR	metV	S
tf-gene	FNR	mltA	S
tf-gene	FNR	msrB	S
tf-gene	FNR	narG	S
tf-gene	FNR	narK	S
tf-gene	FNR	ortT	S
tf-gene	FNR	pykA	S
tf-gene	FNR	thrA	S
tf-gene	FNR	ung	S
tf-gene	FNR	ydfO	S
tf-gene	FNR	yfcZ	S
tf-gene	FNR	yffS	S
tf-gene	FNR	yibN	S
tf-gene	Fur	acnA	W
tf-gene	Fur	adhP	S
tf-gene	Fur	adk	W
tf-gene	Fur	ansB	W
tf-gene	Fur	araB	S
tf-gene	Fur	araF	S
tf-gene	Fur	argG	S
tf-gene	Fur	argR	S
tf-gene	Fur	bfd	S
tf-gene	Fur	bfr	C
tf-gene	Fur	bglJ	W
tf-gene	Fur	bssR	S
tf-gene	Fur	cadC	S
tf-gene	Fur	cirA	S
tf-gene	Fur	cusC	S
tf-gene	Fur	dapB	S
tf-gene	Fur	dinB	S
tf-gene	Fur	dmsB	S
tf-gene	Fur	eamA	S
tf-gene	Fur	efeU	W
tf-gene	Fur	entB	W
tf-gene	Fur	entD	W
tf-gene	Fur	entH	W
tf-gene	Fur	erpA	S
tf-gene	Fur	fecE	S
tf-gene	Fur	fecR	S
tf-gene	Fur	feoA	S
tf-gene	Fur	fepA	C
tf-gene	Fur	fepE	S
tf-gene	Fur	flgL	S
tf-gene	Fur	ftnA	S
tf-gene	Fur	ftnB	S
tf-gene	Fur	gpr	S
tf-gene	Fur	grxB	W
tf-gene	Fur	hcaR	S
tf-gene	Fur	hscA	S
tf-gene	Fur	hybO	S
tf-gene	Fur	leuD	S
tf-gene	Fur	lysP	S
tf-gene	Fur	maeB	S
tf-gene	Fur	map	S
tf-gene	Fur	mcbA	S
tf-gene	Fur	mdh	S
tf-gene	Fur	mdtL	S
tf-gene	Fur	mglB	S
tf-gene	Fur	mntS	S
tf-gene	Fur	moaA	C
tf-gene	Fur	mocA	W
tf-gene	Fur	mqo	S
tf-gene	Fur	narQ	W
tf-gene	Fur	narU	S
tf-gene	Fur	nfeR	S
tf-gene	Fur	nrdH	S
tf-gene	Fur	nth	S
tf-gene	Fur	oppF	S
tf-gene	Fur	ortT	S
tf-gene	Fur	pdeF	S
tf-gene	Fur	pepE	W
tf-gene	Fur	phoH	S
tf-gene	Fur	pqqU	S
tf-gene	Fur	pstB	W
tf-gene	Fur	punC	W
tf-gene	Fur	purL	W
tf-gene	Fur	qorA	W
tf-gene	Fur	recN	S
tf-gene	Fur	rimK	S
tf-gene	Fur	rimO	W
tf-gene	Fur	rmf	S
tf-gene	Fur	rmuC	W
tf-gene	Fur	rsd	S
tf-gene	Fur	sdhA	S
tf-gene	Fur	sdhB	S
tf-gene	Fur	sdiA	S
tf-gene	Fur	selO	S
tf-gene	Fur	serS	S
tf-gene	Fur	sseB	S
tf-gene	Fur	sulA	S
tf-gene	Fur	tcyN	W
tf-gene	Fur	tisB	S
tf-gene	Fur	tqsA	S
tf-gene	Fur	tsx	S
tf-gene	Fur	udp	W
tf-gene	Fur	ugpA	W
tf-gene	Fur	ugpB	W
tf-gene	Fur	ugpE	S
tf-gene	Fur	uxaC	S
tf-gene	Fur	waaL	W
tf-gene	Fur	ybaN	S
tf-gene	Fur	ybiU	W
tf-gene	Fur	ybiX	S
tf-gene	Fur	ycgR	S
tf-gene	Fur	ycgZ	W
tf-gene	Fur	yciI	C
tf-gene	Fur	ydcF	S
tf-gene	Fur	yddA	S
tf-gene	Fur	yddB	S
tf-gene	Fur	ydeN	S
tf-gene	Fur	ydiE	S
tf-gene	Fur	yejG	S
tf-gene	Fur	yfcV	S
tf-gene	Fur	yghF	S
tf-gene	Fur	yghW	W
tf-gene	Fur	yhcC	W
tf-gene	Fur	yhjE	W
tf-gene	Fur	yihN	S
tf-gene	Fur	yihX	S
tf-gene	Fur	yjbJ	W
tf-gene	Fur	yjiR	S
tf-gene	Fur	yjiT	W
tf-gene	Fur	yjjZ	S
tf-gene	Fur	yncE	S
tf-gene	Fur	ynfD	W
tf-gene	Fur	yobD	S
tf-gene	Fur	yoeA	W
tf-gene	Fur	yojI	S
tf-gene	Fur	yqeB	W
tf-gene	Fur	yqeC	W
tf-gene	Fur	yrbL	S
tf-gene	Fur	zapB	S
tf-gene	GlaR	alaE	S
tf-gene	GlaR	apt	S
tf-gene	GlaR	aroB	S
tf-gene	GlaR	aroP	S
tf-gene	GlaR	baeS	S
tf-gene	GlaR	bdcA	S
tf-gene	GlaR	bssS	S
tf-gene	GlaR	cadC	S
tf-gene	GlaR	casA	S
tf-gene	GlaR	csgI	S
tf-gene	GlaR	cysN	S
tf-gene	GlaR	cysS	S
tf-gene	GlaR	dctR	S
tf-gene	GlaR	dgcN	S
tf-gene	GlaR	dinQ	S
tf-gene	GlaR	elfC	S
tf-gene	GlaR	fhuE	S
tf-gene	GlaR	gadW	S
tf-gene	GlaR	gadX	S
tf-gene	GlaR	gcvA	S
tf-gene	GlaR	gdhA	S
tf-gene	GlaR	gltF	S
tf-gene	GlaR	hinT	S
tf-gene	GlaR	htrE	S
tf-gene	GlaR	hxpA	S
tf-gene	GlaR	idnD	S
tf-gene	GlaR	idnK	S
tf-gene	GlaR	inaA	S
tf-gene	GlaR	kdsA	S
tf-gene	GlaR	ldcC	S
tf-gene	GlaR	lsrG	S
tf-gene	GlaR	mglA	S
tf-gene	GlaR	mrdA	S
tf-gene	GlaR	murD	S
tf-gene	GlaR	nlpA	S
tf-gene	GlaR	oxc	S
tf-gene	GlaR	pdhR	S
tf-gene	GlaR	pdxA	S
tf-gene	GlaR	phoH	S
tf-gene	GlaR	pliG	S
tf-gene	GlaR	ppiB	S
tf-gene	GlaR	ppx	S
tf-gene	GlaR	priC	S
tf-gene	GlaR	prmC	S
tf-gene	GlaR	rfbB	S
tf-gene	GlaR	rhsD	S
tf-gene	GlaR	rpiB	S
tf-gene	GlaR	rpsF	S
tf-gene	GlaR	rssB	S
tf-gene	GlaR	safA	S
tf-gene	GlaR	sgcC	S
tf-gene	GlaR	tam	S
tf-gene	GlaR	tar	S
tf-gene	GlaR	tehA	S
tf-gene	GlaR	ttdA	S
tf-gene	GlaR	ttdR	S
tf-gene	GlaR	ycbU	S
tf-gene	GlaR	ycbV	S
tf-gene	GlaR	ycgJ	S
tf-gene	GlaR	ycgY	S
tf-gene	GlaR	ychQ	S
tf-gene	GlaR	yciU	S
tf-gene	GlaR	ycjP	S
tf-gene	GlaR	ydeO	S
tf-gene	GlaR	ydfK	S
tf-gene	GlaR	yeaE	S
tf-gene	GlaR	yehD	S
tf-gene	GlaR	yehE	S
tf-gene	GlaR	yehS	S
tf-gene	GlaR	yfbN	S
tf-gene	GlaR	yfbO	S
tf-gene	GlaR	yfbU	S
tf-gene	GlaR	yfcO	S
tf-gene	GlaR	yfcV	S
tf-gene	GlaR	yfdV	S
tf-gene	GlaR	yfiL	S
tf-gene	GlaR	yfiR	S
tf-gene	GlaR	ygiW	S
tf-gene	GlaR	yhcD	S
tf-gene	GlaR	yigG	S
tf-gene	GlaR	yihD	S
tf-gene	GlaR	yihM	S
tf-gene	GlaR	yjdP	S
tf-gene	GlaR	yjjP	S
tf-gene	GlaR	yjjQ	S
tf-gene	GlaR	ynjH	S
tf-gene	GlaR	yobD	S
tf-gene	GlaR	ypdC	S
tf-gene	GlaR	zraR	S
tf-gene	H-NS	adiC	W
tf-gene	H-NS	ascF	W
tf-gene	H-NS	ascG	W
tf-gene	H-NS	bluF	W
tf-gene	H-NS	cbpA	W
tf-gene	H-NS	cdgI	W
tf-gene	H-NS	cycA	W
tf-gene	H-NS	ddlA	W
tf-gene	H-NS	dgcJ	W
tf-gene	H-NS	dgcT	W
tf-gene	H-NS	dgcZ	W
tf-gene	H-NS	dosC	W
tf-gene	H-NS	elfA	W
tf-gene	H-NS	fucA	W
tf-gene	H-NS	gadB	W
tf-gene	H-NS	gadC	W
tf-gene	H-NS	glvC	W
tf-gene	H-NS	hprR	W
tf-gene	H-NS	iraP	W
tf-gene	H-NS	oxc	W
tf-gene	H-NS	pagP	W
tf-gene	H-NS	pdeC	W
tf-gene	H-NS	pdeF	W
tf-gene	H-NS	pdeG	W
tf-gene	H-NS	pdeI	W
tf-gene	H-NS	pdeL	W
tf-gene	H-NS	rflP	W
tf-gene	H-NS	sfmA	W
tf-gene	H-NS	ttdR	W
tf-gene	H-NS	yadC	W
tf-gene	H-NS	ybgD	W
tf-gene	H-NS	ydcC	W
tf-gene	H-NS	yfcV	W
tf-gene	H-NS	yraH	W
tf-gene	IHF	cycA	W
tf-gene	IHF	icd	W
tf-gene	KdpE	adeP	W
tf-gene	KdpE	rmf	S
tf-gene	KdpE	rsd	S
tf-gene	LexA	yoaA	S
tf-gene	LldR	fadE	C
tf-gene	LldR	fadL	S
tf-gene	LldR	gadW	C
tf-gene	LldR	gadY	C
tf-gene	LldR	glcD	C
tf-gene	LldR	lpxP	S
tf-gene	LldR	yfdY	S
tf-gene	LldR	yhcO	C
tf-gene	Lrp	aceB	S
tf-gene	Lrp	acrZ	W
tf-gene	Lrp	adhE	W
tf-gene	Lrp	aer	W
tf-gene	Lrp	alaA	W
tf-gene	Lrp	alaE	W
tf-gene	Lrp	alaS	W
tf-gene	Lrp	amiC	W
tf-gene	Lrp	ansB	S
tf-gene	Lrp	ansB	W
tf-gene	Lrp	aphA	W
tf-gene	Lrp	arcB	W
tf-gene	Lrp	argA	W
tf-gene	Lrp	argR	W
tf-gene	Lrp	argS	W
tf-gene	Lrp	argT	W
tf-gene	Lrp	aroA	W
tf-gene	Lrp	aroG	W
tf-gene	Lrp	artI	W
tf-gene	Lrp	artP	W
tf-gene	Lrp	asnA	W
tf-gene	Lrp	asnB	W
tf-gene	Lrp	aspA	S
tf-gene	Lrp	aspA	W
tf-gene	Lrp	aspC	W
tf-gene	Lrp	aspS	W
tf-gene	Lrp	astC	W
tf-gene	Lrp	atpA	W
tf-gene	Lrp	atpH	W
tf-gene	Lrp	avtA	S
tf-gene	Lrp	borD	W
tf-gene	Lrp	brnQ	S
tf-gene	Lrp	bssS	W
tf-gene	Lrp	btuE	W
tf-gene	Lrp	can	W
tf-gene	Lrp	cbl	W
tf-gene	Lrp	chbG	W
tf-gene	Lrp	clpP	W
tf-gene	Lrp	clpS	W
tf-gene	Lrp	cpoB	W
tf-gene	Lrp	creA	W
tf-gene	Lrp	csiE	S
tf-gene	Lrp	csiE	W
tf-gene	Lrp	cycA	S
tf-gene	Lrp	cydC	W
tf-gene	Lrp	cysB	W
tf-gene	Lrp	dadA	W
tf-gene	Lrp	deaD	W
tf-gene	Lrp	dedA	W
tf-gene	Lrp	deoB	W
tf-gene	Lrp	dgcJ	W
tf-gene	Lrp	dgcM	W
tf-gene	Lrp	dgcQ	W
tf-gene	Lrp	dgcZ	W
tf-gene	Lrp	dhaK	W
tf-gene	Lrp	dppA	W
tf-gene	Lrp	dtpA	S
tf-gene	Lrp	dtpB	W
tf-gene	Lrp	eco	S
tf-gene	Lrp	emrD	W
tf-gene	Lrp	eno	W
tf-gene	Lrp	eptB	W
tf-gene	Lrp	exbB	W
tf-gene	Lrp	fadI	W
tf-gene	Lrp	fadL	W
tf-gene	Lrp	fimA	S
tf-gene	Lrp	fliA	W
tf-gene	Lrp	frdA	W
tf-gene	Lrp	frdB	W
tf-gene	Lrp	ftsQ	S
tf-gene	Lrp	fumA	W
tf-gene	Lrp	fxsA	W
tf-gene	Lrp	gadB	W
tf-gene	Lrp	gadW	W
tf-gene	Lrp	gadY	W
tf-gene	Lrp	gcvT	W
tf-gene	Lrp	gdhA	W
tf-gene	Lrp	glcA	W
tf-gene	Lrp	glgC	W
tf-gene	Lrp	glnA	W
tf-gene	Lrp	glnH	W
tf-gene	Lrp	glnK	W
tf-gene	Lrp	glnL	W
tf-gene	Lrp	glnQ	W
tf-gene	Lrp	gltP	W
tf-gene	Lrp	gpt	W
tf-gene	Lrp	groL	W
tf-gene	Lrp	groS	W
tf-gene	Lrp	hlyE	W
tf-gene	Lrp	hpf	W
tf-gene	Lrp	hspQ	W
tf-gene	Lrp	htrE	W
tf-gene	Lrp	ibpA	W
tf-gene	Lrp	ibpB	W
tf-gene	Lrp	ilvI	S
tf-gene	Lrp	ilvL	W
tf-gene	Lrp	insC5	W
tf-gene	Lrp	insH3	W
tf-gene	Lrp	intZ	W
tf-gene	Lrp	iraD	W
tf-gene	Lrp	iraP	W
tf-gene	Lrp	katE	W
tf-gene	Lrp	kbl	W
tf-gene	Lrp	ldhA	W
tf-gene	Lrp	leuA	W
tf-gene	Lrp	leuE	S
tf-gene	Lrp	leuL	W
tf-gene	Lrp	leuO	W
tf-gene	Lrp	lipA	W
tf-gene	Lrp	livJ	S
tf-gene	Lrp	livJ	W
tf-gene	Lrp	livK	W
tf-gene	Lrp	lolA	W
tf-gene	Lrp	lolC	S
tf-gene	Lrp	lpxL	W
tf-gene	Lrp	lrhA	S
tf-gene	Lrp	lysP	W
tf-gene	Lrp	lysU	S
tf-gene	Lrp	manA	W
tf-gene	Lrp	menA	W
tf-gene	Lrp	metH	W
tf-gene	Lrp	metK	S
tf-gene	Lrp	metT	W
tf-gene	Lrp	mnmA	W
tf-gene	Lrp	modA	W
tf-gene	Lrp	mqo	S
tf-gene	Lrp	msbA	W
tf-gene	Lrp	mscK	W
tf-gene	Lrp	mscS	W
tf-gene	Lrp	mtr	S
tf-gene	Lrp	mutY	W
tf-gene	Lrp	nac	W
tf-gene	Lrp	napF	W
tf-gene	Lrp	nuoA	W
tf-gene	Lrp	nusB	W
tf-gene	Lrp	ompT	W
tf-gene	Lrp	osmY	S
tf-gene	Lrp	pabB	W
tf-gene	Lrp	pal	W
tf-gene	Lrp	panZ	W
tf-gene	Lrp	patA	S
tf-gene	Lrp	patA	W
tf-gene	Lrp	pepD	S
tf-gene	Lrp	pgl	W
tf-gene	Lrp	phoA	W
tf-gene	Lrp	phoH	W
tf-gene	Lrp	pncB	W
tf-gene	Lrp	pntA	W
tf-gene	Lrp	polA	W
tf-gene	Lrp	potF	S
tf-gene	Lrp	potF	W
tf-gene	Lrp	ppk	W
tf-gene	Lrp	ppsA	W
tf-gene	Lrp	ppx	S
tf-gene	Lrp	ppx	W
tf-gene	Lrp	prlF	W
tf-gene	Lrp	proP	W
tf-gene	Lrp	pspG	W
tf-gene	Lrp	ptsN	W
tf-gene	Lrp	purM	W
tf-gene	Lrp	purT	W
tf-gene	Lrp	pyrI	W
tf-gene	Lrp	qseB	W
tf-gene	Lrp	radD	W
tf-gene	Lrp	rdcA	W
tf-gene	Lrp	relA	W
tf-gene	Lrp	rhtB	W
tf-gene	Lrp	ribE	W
tf-gene	Lrp	ridA	W
tf-gene	Lrp	rlmE	W
tf-gene	Lrp	rnr	W
tf-gene	Lrp	rpiA	W
tf-gene	Lrp	rpiB	W
tf-gene	Lrp	rplF	W
tf-gene	Lrp	rplR	W
tf-gene	Lrp	rpoN	W
tf-gene	Lrp	rpsH	W
tf-gene	Lrp	rsd	W
tf-gene	Lrp	rseA	W
tf-gene	Lrp	sad	W
tf-gene	Lrp	sdaA	S
tf-gene	Lrp	sdaC	S
tf-gene	Lrp	serA	S
tf-gene	Lrp	serB	S
tf-gene	Lrp	serC	W
tf-gene	Lrp	serS	W
tf-gene	Lrp	slyA	W
tf-gene	Lrp	slyX	W
tf-gene	Lrp	soxS	W
tf-gene	Lrp	sroH	W
tf-gene	Lrp	sstT	W
tf-gene	Lrp	sthA	W
tf-gene	Lrp	stpA	S
tf-gene	Lrp	sulA	W
tf-gene	Lrp	thiC	W
tf-gene	Lrp	thrL	S
tf-gene	Lrp	topA	W
tf-gene	Lrp	treA	W
tf-gene	Lrp	trhO	W
tf-gene	Lrp	trxB	W
tf-gene	Lrp	tsuA	W
tf-gene	Lrp	tyrP	S
tf-gene	Lrp	tyrP	W
tf-gene	Lrp	tyrR	S
tf-gene	Lrp	tyrR	W
tf-gene	Lrp	ubiA	W
tf-gene	Lrp	upp	W
tf-gene	Lrp	uspE	S
tf-gene	Lrp	wecB	W
tf-gene	Lrp	yaaX	W
tf-gene	Lrp	yabQ	W
tf-gene	Lrp	yacL	W
tf-gene	Lrp	yaeQ	W
tf-gene	Lrp	yagU	W
tf-gene	Lrp	yaiY	W
tf-gene	Lrp	ybdF	W
tf-gene	Lrp	ybdG	W
tf-gene	Lrp	ybdL	W
tf-gene	Lrp	ybeX	W
tf-gene	Lrp	ybgA	W
tf-gene	Lrp	ybgS	S
tf-gene	Lrp	ybgS	W
tf-gene	Lrp	ybhQ	W
tf-gene	Lrp	ybiI	W
tf-gene	Lrp	ybiJ	S
tf-gene	Lrp	ybiO	W
tf-gene	Lrp	ybiT	W
tf-gene	Lrp	ybjN	W
tf-gene	Lrp	ybjS	S
tf-gene	Lrp	ybjX	W
tf-gene	Lrp	ycaM	S
tf-gene	Lrp	yceB	W
tf-gene	Lrp	ycfJ	W
tf-gene	Lrp	ycgB	W
tf-gene	Lrp	ychE	W
tf-gene	Lrp	yciN	S
tf-gene	Lrp	yciT	W
tf-gene	Lrp	yciZ	W
tf-gene	Lrp	ydcK	W
tf-gene	Lrp	ydcL	W
tf-gene	Lrp	ydeE	W
tf-gene	Lrp	ydeN	W
tf-gene	Lrp	ydgH	W
tf-gene	Lrp	ydhQ	W
tf-gene	Lrp	yeaE	W
tf-gene	Lrp	yeaG	W
tf-gene	Lrp	yebF	W
tf-gene	Lrp	yehL	S
tf-gene	Lrp	yfaP	W
tf-gene	Lrp	yfcC	S
tf-gene	Lrp	yfcZ	S
tf-gene	Lrp	yfiB	W
tf-gene	Lrp	ygiV	W
tf-gene	Lrp	ygiW	W
tf-gene	Lrp	yhbY	W
tf-gene	Lrp	yhcN	W
tf-gene	Lrp	yhdN	W
tf-gene	Lrp	yhdV	W
tf-gene	Lrp	yhdW	W
tf-gene	Lrp	yhhA	W
tf-gene	Lrp	yhhW	S
tf-gene	Lrp	yhhW	W
tf-gene	Lrp	yhiM	W
tf-gene	Lrp	yhjE	S
tf-gene	Lrp	yhjJ	W
tf-gene	Lrp	yhjR	W
tf-gene	Lrp	yiaG	W
tf-gene	Lrp	yibL	W
tf-gene	Lrp	yibT	W
tf-gene	Lrp	yicH	W
tf-gene	Lrp	yiiM	W
tf-gene	Lrp	yjbJ	S
tf-gene	Lrp	yjbQ	S
tf-gene	Lrp	yjbR	W
tf-gene	Lrp	yjeH	W
tf-gene	Lrp	yjeM	S
tf-gene	Lrp	yjfP	W
tf-gene	Lrp	yjiC	S
tf-gene	Lrp	yjiL	W
tf-gene	Lrp	ykgE	W
tf-gene	Lrp	ynjH	W
tf-gene	Lrp	yoaH	W
tf-gene	Lrp	yodC	W
tf-gene	Lrp	yoeG	W
tf-gene	Lrp	yqeF	S
tf-gene	Lrp	yqeG	W
tf-gene	Lrp	ytfB	W
tf-gene	Lrp	ytfJ	W
tf-gene	Lrp	ytfK	S
tf-gene	Lrp	ytjB	W
tf-gene	Lrp	yzgL	S
tf-gene	Lrp	zipA	W
tf-gene	Lrp	zitB	W
tf-gene	Lrp	zntR	W
tf-gene	Nac	abgA	S
tf-gene	Nac	abpA	S
tf-gene	Nac	aceB	S
tf-gene	Nac	acrE	S
tf-gene	Nac	ahpC	S
tf-gene	Nac	alaC	S
tf-gene	Nac	allR	S
tf-gene	Nac	allW	S
tf-gene	Nac	amiB	S
tf-gene	Nac	amn	S
tf-gene	Nac	ampD	S
tf-gene	Nac	ansB	S
tf-gene	Nac	ansP	S
tf-gene	Nac	araE	S
tf-gene	Nac	araF	S
tf-gene	Nac	argO	S
tf-gene	Nac	argU	S
tf-gene	Nac	aroD	S
tf-gene	Nac	aroE	S
tf-gene	Nac	aroF	S
tf-gene	Nac	asnA	S
tf-gene	Nac	asnT	S
tf-gene	Nac	asnV	S
tf-gene	Nac	bfd	S
tf-gene	Nac	bfr	S
tf-gene	Nac	bglB	S
tf-gene	Nac	bglH	S
tf-gene	Nac	bglX	S
tf-gene	Nac	bidA	S
tf-gene	Nac	bisC	S
tf-gene	Nac	blc	S
tf-gene	Nac	borD	S
tf-gene	Nac	bssS	S
tf-gene	Nac	caiF	S
tf-gene	Nac	cbrB	S
tf-gene	Nac	cbrC	S
tf-gene	Nac	ccmA	S
tf-gene	Nac	ccmB	S
tf-gene	Nac	ccmH	S
tf-gene	Nac	cdaR	S
tf-gene	Nac	cfa	S
tf-gene	Nac	cheA	S
tf-gene	Nac	cho	S
tf-gene	Nac	chpS	S
tf-gene	Nac	cmtA	S
tf-gene	Nac	cmtB	S
tf-gene	Nac	cobT	S
tf-gene	Nac	cobU	S
tf-gene	Nac	cpdB	S
tf-gene	Nac	csiE	S
tf-gene	Nac	cycA	S
tf-gene	Nac	cydA	S
tf-gene	Nac	cynR	S
tf-gene	Nac	cynT	S
tf-gene	Nac	cysJ	S
tf-gene	Nac	cysS	S
tf-gene	Nac	dadA	S
tf-gene	Nac	dapB	S
tf-gene	Nac	dcm	S
